"mutator","instance","repl","HV","EPS","IGD","class","no","jobid"
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",3,0.00105866234898488,0.00460829493087567,0.00177416550277753,"CLASS2",4,1503
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",3,0.00251172831817992,0.00921658986175111,0.00343216984831749,"CLASS2",4,1513
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",3,0.0113532320087895,0.015748031496063,0.00868676494458404,"CLASS2",5,1843
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",3,0.176280290545077,0.114173228346457,0.111946546821147,"CLASS2",5,1833
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",3,0.0757797717145823,0.0551181102362206,0.0496426275852403,"CLASS2",5,1823
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",3,0.00425746200329602,0.0118110236220472,0.00447064215863162,"CLASS2",5,1803
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",3,0.00292986632484893,0.00775193798449614,0.0032193716047701,"CLASS2",5,1813
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",3,0.0137302801977867,0.0161290322580645,0.00918596962700428,"CLASS2",6,1343
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",3,0.141585236637627,0.116788321167883,0.0863735393501106,"CLASS2",6,1333
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",3,0.053596656463386,0.0443548387096775,0.0353419675890888,"CLASS2",6,1323
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",3,0.00423828584883446,0.0161290322580645,0.004285610613034,"CLASS2",6,1303
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",3,0.00269307746644687,0.00806451612903225,0.00281149834232391,"CLASS2",6,1313
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",3,0.0165715971675847,0.0201612903225807,0.0113414096197628,"CLASS2",7,1993
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",3,0.11709939680042,0.0887096774193548,0.0764686897160986,"CLASS2",7,1983
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",3,0.070285864148964,0.0487804878048781,0.0444552115418218,"CLASS2",7,1973
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",3,0.00195056386047709,0.00806451612903247,0.00293330502721266,"CLASS2",7,1953
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",3,0.00211447678992915,0.00813008130081294,0.00305105345783631,"CLASS2",7,1963
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",3,0.012927536231884,0.0173913043478262,0.00961582079305523,"CLASS2",8,543
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",3,0.128734299516908,0.0869565217391304,0.0768203891034085,"CLASS2",8,533
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",3,0.0725797101449278,0.0521739130434784,0.0501943564285264,"CLASS2",8,523
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",3,0.00257004830917884,0.00888888888888872,0.00269841818783423,"CLASS2",8,503
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",3,0.00181642512077296,0.00869565217391299,0.00207528107644786,"CLASS2",8,513
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",3,0.0138514891880864,0.0232558139534884,0.00905402730081455,"CLASS2",9,143
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",3,0.144492044063647,0.106976744186047,0.0942532031970671,"CLASS2",9,133
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",3,0.0870257037943695,0.0570175438596492,0.0596029764290714,"CLASS2",9,123
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",3,0.00191758465932257,0.00465116279069777,0.00245655453101166,"CLASS2",9,103
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",3,0.00224398204814347,0.00877192982456165,0.00304077795834103,"CLASS2",9,113
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",3,0.0300488591647257,0.0764525993883791,0.0172802877250575,"CLASS3",1,1293
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",3,0.0839701875700154,0.250764525993884,0.0754015852007921,"CLASS3",1,1283
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",3,0.0645099166995518,0.235474006116208,0.0400042485298053,"CLASS3",1,1273
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",3,0.0130362751141521,0.0611620795107033,0.00741887023141191,"CLASS3",1,1253
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",3,0.0142476522582426,0.0489296636085628,0.0074978447752111,"CLASS3",1,1263
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",3,0.0326155778462176,0.0931677018633541,0.0182598062528819,"CLASS3",10,643
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",3,0.0921654823557752,0.288819875776398,0.0802456492605401,"CLASS3",10,633
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",3,0.0441725021936995,0.118012422360248,0.0321147498894172,"CLASS3",10,623
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",3,0.0115491818791833,0.0138504155124652,0.00649215298379439,"CLASS3",10,603
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",3,0.0136775003871235,0.0434782608695652,0.00792525034338573,"CLASS3",10,613
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",3,0.0337883599971067,0.131901840490797,0.0194998270108564,"CLASS3",2,1793
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",3,0.097783882061297,0.285276073619632,0.0823487372040479,"CLASS3",2,1783
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",3,0.0570558722769088,0.153374233128834,0.0384327543084854,"CLASS3",2,1773
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",3,0.0128461194510748,0.0429447852760736,0.00733642765917816,"CLASS3",2,1753
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",3,0.0125732349634072,0.0306748466257669,0.00687355350357835,"CLASS3",2,1763
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",3,0.0331412714049958,0.0975609756097562,0.0172725825089706,"CLASS3",3,1093
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",3,0.103147138366161,0.307926829268293,0.0871306606541045,"CLASS3",3,1083
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",3,0.043220993053769,0.0762195121951219,0.0349761568198118,"CLASS3",3,1073
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",3,0.0155780368583206,0.0396341463414633,0.00800780290092482,"CLASS3",3,1053
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",3,0.0160447269509998,0.0335365853658536,0.00825345218316946,"CLASS3",3,1063
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",3,0.0319060041144411,0.0953846153846154,0.0174019001385027,"CLASS3",4,1943
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",3,0.0854709338084031,0.243076923076923,0.0701693845574867,"CLASS3",4,1933
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",3,0.0599656422981488,0.187692307692308,0.0393871871910897,"CLASS3",4,1923
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",3,0.0135225127780961,0.0215384615384615,0.00708539991167896,"CLASS3",4,1903
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",3,0.011818201098598,0.0184615384615385,0.00635629899541572,"CLASS3",4,1913
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",3,0.0334551660127965,0.0920245398773005,0.0180427828163967,"CLASS3",5,1393
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",3,0.0854608796966743,0.260736196319018,0.0811268161258887,"CLASS3",5,1383
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",3,0.0526343505621526,0.184049079754601,0.0343486845641925,"CLASS3",5,1373
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",3,0.0108472774427971,0.0490797546012269,0.00666110361835457,"CLASS3",5,1353
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",3,0.0106728389373074,0.0155579399141632,0.00608162924132791,"CLASS3",5,1363
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",3,0.0335742246311352,0.104938271604938,0.0190474504354999,"CLASS3",6,1893
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",3,0.0994378062467495,0.296296296296296,0.0940166040292159,"CLASS3",6,1883
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",3,0.0492449905559663,0.12962962962963,0.0342564898936585,"CLASS3",6,1873
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",3,0.0150069461553203,0.0648148148148149,0.00863455932390124,"CLASS3",6,1853
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",3,0.0138384180558979,0.0185185185185186,0.00730971055721168,"CLASS3",6,1863
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",3,0.0339575835596356,0.0745341614906831,0.0169712548559213,"CLASS3",7,1493
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",3,0.0823643829695264,0.22360248447205,0.0703997352739031,"CLASS3",7,1483
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",3,0.0524013117711727,0.152173913043478,0.0324427572510572,"CLASS3",7,1473
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",3,0.0201492186692472,0.105590062111801,0.0115865079205232,"CLASS3",7,1453
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",3,0.00988526700557202,0.0236006051437214,0.00569555634223793,"CLASS3",7,1463
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",3,0.0360279195550272,0.166172106824926,0.0236805509196621,"CLASS3",8,93
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",3,0.0854895602492676,0.270029673590504,0.0729658997118866,"CLASS3",8,83
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",3,0.0484164700383128,0.1513353115727,0.0417998301658389,"CLASS3",8,73
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",3,0.0133056780920661,0.0474777448071217,0.00792006932046434,"CLASS3",8,53
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",3,0.0126994019772626,0.0267062314540059,0.00713450569107353,"CLASS3",8,63
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",3,0.0334685614921103,0.0963855421686748,0.0189566230384682,"CLASS3",9,743
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",3,0.0819981795582007,0.213855421686747,0.0757943804619424,"CLASS3",9,733
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",3,0.0440788336122724,0.135542168674699,0.0260643358784114,"CLASS3",9,723
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",3,0.0128638028963949,0.0632530120481927,0.00794060885872111,"CLASS3",9,703
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",3,0.0135073192852648,0.0572289156626506,0.0078960968379193,"CLASS3",9,713
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",3,0.102216748768473,0.15625,0.133978669515875,"CLASS4",1,843
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",3,0.46567118226601,0.375,0.323740100465873,"CLASS4",1,833
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",3,0.704741379310345,0.600985221674877,0.583470247335634,"CLASS4",1,823
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",3,0.0170874384236454,0.03125,0.0168579460281726,"CLASS4",1,803
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",3,0,0,0,"CLASS4",1,813
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",3,0.0262458471760798,0.0357142857142858,0.0193955466060513,"CLASS4",10,793
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",3,0.447674418604651,0.392857142857143,0.321121092606214,"CLASS4",10,783
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",3,0.539867109634551,0.367441860465116,0.425413417513886,"CLASS4",10,773
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",3,0,0,0,"CLASS4",10,753
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",3,0,0,0,"CLASS4",10,763
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",3,0.0471485036702428,0.0869565217391304,0.0599639984276829,"CLASS4",2,193
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",3,0.365047995482778,0.391304347826087,0.291092953066907,"CLASS4",2,183
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",3,0.648503670242801,0.493506493506493,0.544968083665019,"CLASS4",2,173
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",3,0,0,0,"CLASS4",2,153
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",3,0,0,0,"CLASS4",2,163
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",3,0,0,0,"CLASS4",3,493
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",3,0.346666666666667,0.288,0.227239349842656,"CLASS4",3,483
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",3,0.498333333333333,0.376,0.417550383361027,"CLASS4",3,473
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",3,0,0,0,"CLASS4",3,453
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",3,0,0,0,"CLASS4",3,463
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",3,0,0,0,"CLASS4",4,393
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",3,0.299948240165631,0.217391304347826,0.206697201447587,"CLASS4",4,383
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",3,0.198757763975155,0.130434782608696,0.146387316940595,"CLASS4",4,373
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",3,0,0,0,"CLASS4",4,353
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",3,0,0,0,"CLASS4",4,363
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",3,0.0268016014234875,0.03125,0.0127760056789583,"CLASS4",5,893
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",3,0.419039145907473,0.34375,0.309902778346902,"CLASS4",5,883
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",3,0.482762455516014,0.291814946619217,0.383902065124291,"CLASS4",5,873
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",3,0,0,0,"CLASS4",5,853
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",3,0,0,0,"CLASS4",5,863
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",3,0.0206821480406386,0.0384615384615385,0.0466138116446815,"CLASS4",6,343
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",3,0.282656023222061,0.188679245283019,0.176334975259173,"CLASS4",6,333
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",3,0.304789550072569,0.207547169811321,0.209881258879767,"CLASS4",6,323
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",3,0,0,0,"CLASS4",6,303
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",3,0,0,0,"CLASS4",6,313
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",3,0.0584227910817507,0.107142857142857,0.0472422206777887,"CLASS4",7,1043
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",3,0.531998348472337,0.392857142857143,0.386984822468941,"CLASS4",7,1033
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",3,0.141412056151941,0.115606936416185,0.0966811659965778,"CLASS4",7,1023
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",3,0,0,0,"CLASS4",7,1003
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",3,0.00598678777869532,0.0357142857142858,0.00742945574785612,"CLASS4",7,1013
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",3,0.00658823529411767,0.0117647058823529,0.00156330154681019,"CLASS4",8,1643
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",3,0.337647058823529,0.258823529411765,0.304968965497185,"CLASS4",8,1633
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",3,0.0225882352941177,0.04,0.0374032570690635,"CLASS4",8,1623
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",3,0,0,0,"CLASS4",8,1603
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",3,0,0,0,"CLASS4",8,1613
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",3,0.0223076923076923,0.0384615384615385,0.0227579533783177,"CLASS4",9,1243
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",3,0.422884615384615,0.384615384615385,0.306427167282273,"CLASS4",9,1233
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",3,0.186923076923077,0.115384615384615,0.139540591189919,"CLASS4",9,1223
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",3,0,0,0,"CLASS4",9,1203
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",3,0,0,0,"CLASS4",9,1213
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",4,0.0312385658725823,0.0425240054869684,0.0266345048779431,"CLASS1",1,44
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",4,0.157090607027671,0.129763130792997,0.107039926308353,"CLASS1",1,34
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",4,0.101840903343746,0.0802469135802468,0.0677343565243142,"CLASS1",1,24
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",4,0.00947716988835401,0.0257466529351185,0.00904577222995367,"CLASS1",1,4
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",4,0.00467748520538736,0.00960219478738011,0.00560664454679954,"CLASS1",1,14
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",4,0.0301082646086409,0.0497685185185186,0.0238758055501772,"CLASS1",10,694
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",4,0.162035295701921,0.158564814814815,0.0956113089008674,"CLASS1",10,684
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",4,0.0786816467922287,0.0717592592592593,0.050831510737708,"CLASS1",10,674
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",4,0.0104654240499276,0.0219907407407407,0.00548644223246488,"CLASS1",10,654
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",4,0.00827076135814853,0.0208333333333333,0.00666403795645265,"CLASS1",10,664
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",4,0.0364378605252998,0.0677570093457944,0.0196467778411849,"CLASS1",2,594
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",4,0.16546989936553,0.168224299065421,0.0881513814792988,"CLASS1",2,584
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",4,0.0893273637683285,0.105140186915888,0.0585152608945672,"CLASS1",2,574
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",4,0.00688226147564586,0.0198598130841121,0.00766396519834412,"CLASS1",2,554
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",4,0.00644732049170038,0.0128504672897196,0.009426870642993,"CLASS1",2,564
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_3.graph",4,0.0371227422913918,0.0587628865979382,0.0318724159076771,"CLASS1",3,244
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_3.graph",4,0.158835273376843,0.127835051546392,0.107331187896988,"CLASS1",3,234
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_3.graph",4,0.105232279833277,0.112371134020619,0.0592157435235497,"CLASS1",3,224
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_3.graph",4,0.00553992364362355,0.0154639175257731,0.00655630068976726,"CLASS1",3,204
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_3.graph",4,0.00471973473748133,0.0103092783505154,0.00615314938320063,"CLASS1",3,214
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",4,0.0272922102654184,0.0456026058631922,0.0153686811589509,"CLASS1",4,944
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",4,0.161066296782653,0.111834961997828,0.096883008092618,"CLASS1",4,934
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",4,0.119929964584364,0.111834961997828,0.0806595732694039,"CLASS1",4,924
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",4,0.00606367234946448,0.0130293159609121,0.00490498332007613,"CLASS1",4,904
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",4,0.00504927049600179,0.00868621064060804,0.00498282021194899,"CLASS1",4,914
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",4,0.0273556231003039,0.0443181818181819,0.0148834092181641,"CLASS1",5,444
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",4,0.144173114119922,0.0966565349544073,0.0944914078108882,"CLASS1",5,434
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",4,0.0724108869853548,0.084090909090909,0.0456829672047525,"CLASS1",5,424
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",4,0.0052376347057197,0.0102272727272728,0.00545461360207545,"CLASS1",5,404
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",4,0.00374965460071808,0.00909090909090904,0.00540170324398671,"CLASS1",5,414
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",4,0.0437758363909518,0.0722433460076046,0.0296816173668567,"CLASS1",6,994
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",4,0.175474045154865,0.167300380228137,0.116656471730734,"CLASS1",6,984
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",4,0.102303297529496,0.106463878326996,0.075622109839541,"CLASS1",6,974
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",4,0.00478515739721852,0.0101394169835236,0.0046327880894673,"CLASS1",6,954
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",4,0.00675874113551511,0.017743979721166,0.00612813637526246,"CLASS1",6,964
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",4,0.0398249809901562,0.0545685279187818,0.0162251489847432,"CLASS1",7,294
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",4,0.168316755379272,0.166243654822335,0.0851189374006334,"CLASS1",7,284
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",4,0.101863863827864,0.0926395939086295,0.0556229763909073,"CLASS1",7,274
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",4,0.00831295341046923,0.0152284263959392,0.0057190999113189,"CLASS1",7,254
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",4,0.00397665385642976,0.0101522842639594,0.00494070934936425,"CLASS1",7,264
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",4,0.0298683599157672,0.0446735395189004,0.0257307446499416,"CLASS1",8,1144
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",4,0.17541360738742,0.192439862542955,0.105860145087936,"CLASS1",8,1134
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",4,0.0832721178872127,0.0882016036655211,0.0491534737529052,"CLASS1",8,1124
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",4,0.00940149807634172,0.0286368843069873,0.00790322805687054,"CLASS1",8,1104
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",4,0.00479929097582776,0.0126002290950744,0.00539783200027252,"CLASS1",8,1114
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",4,0.0341227502666227,0.0464177598385469,0.018943441211559,"CLASS1",9,1594
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",4,0.140916497934363,0.123107971745711,0.086225954104295,"CLASS1",9,1584
