"mutator","instance","repl","HV","EPS","IGD","class","no","jobid"
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",6,0.0128656826075345,0.0253807106598984,0.00758971479420948,"CLASS1",7,256
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",6,0.00655004726772046,0.0101522842639594,0.00639210916734192,"CLASS1",7,266
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",6,0.0294980811197227,0.0446735395189004,0.0177311761363298,"CLASS1",8,1146
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",6,0.168841755981495,0.144329896907216,0.107893605975737,"CLASS1",8,1136
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",6,0.101890571865739,0.103092783505155,0.0581344063743056,"CLASS1",8,1126
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",6,0.00763431266102621,0.0217640320733103,0.00667515752130658,"CLASS1",8,1106
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",6,0.00648764284101744,0.0183276059564719,0.00547692909969242,"CLASS1",8,1116
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",6,0.0327647956333477,0.0544904137235116,0.0147833238425088,"CLASS1",9,1596
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",6,0.135996948466173,0.116044399596367,0.0748925796083332,"CLASS1",9,1586
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",6,0.0708118139845038,0.0565085771947529,0.0522622161920544,"CLASS1",9,1576
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",6,0.00562336741836234,0.0100908173562058,0.00465651222441197,"CLASS1",9,1556
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",6,0.00591096675329628,0.012108980827447,0.00587694094708625,"CLASS1",9,1566
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",6,0.017217059409227,0.0267175572519085,0.014170068044001,"CLASS2",1,1746
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",6,0.131942139617214,0.0905797101449275,0.0793533576549651,"CLASS2",1,1736
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",6,0.0828908065051442,0.0543478260869565,0.0515816365729938,"CLASS2",1,1726
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",6,0.00211583139727856,0.00724637681159424,0.00290545865898654,"CLASS2",1,1706
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",6,0.00172862042261313,0.00724637681159424,0.00258494616063174,"CLASS2",1,1716
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",6,0.0113860585476305,0.017467248908297,0.00855191571669519,"CLASS2",10,1446
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",6,0.114442827106582,0.0814814814814815,0.0706793199958448,"CLASS2",10,1436
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",6,0.0683648714216399,0.0480349344978168,0.0427698343430929,"CLASS2",10,1426
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",6,0.00156881772602302,0.00740740740740753,0.00258380477561684,"CLASS2",10,1406
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",6,0.00208636584182453,0.0111111111111111,0.00319419725042503,"CLASS2",10,1416
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",6,0.0123789699435455,0.0213675213675213,0.00811080071452192,"CLASS2",2,1196
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",6,0.119484656385025,0.106837606837607,0.0695012207047624,"CLASS2",2,1186
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",6,0.0614217680638344,0.0405904059040592,0.036533651803315,"CLASS2",2,1176
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",6,0.00296464503106564,0.00854700854700852,0.00305784442242367,"CLASS2",2,1156
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",6,0.00121424291165984,0.00738007380073813,0.00232550099467,"CLASS2",2,1166
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",6,0.0138986423220973,0.0187265917602994,0.00944761606039962,"CLASS2",3,1696
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",6,0.146360018726592,0.116104868913858,0.0824550980778982,"CLASS2",3,1686
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",6,0.0765010533707865,0.0524344569288389,0.0491749755913005,"CLASS2",3,1676
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",6,0.00156542602996246,0.00749063670411987,0.00224099472983604,"CLASS2",3,1656
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",6,0.00206285112359561,0.0078125,0.00243847570636976,"CLASS2",3,1666
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",6,0.0097978162494291,0.0138248847926268,0.00787725400445542,"CLASS2",4,1546
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",6,0.148565616307552,0.103603603603604,0.095456226911277,"CLASS2",4,1536
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",6,0.0743139452816872,0.0552995391705069,0.0454308216485335,"CLASS2",4,1526
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",6,0.00215884086851825,0.00460829493087567,0.00295395157999049,"CLASS2",4,1506
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",6,0.0018682276746792,0.00900900900900892,0.00274644067502108,"CLASS2",4,1516
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",6,0.0144662149789414,0.0236220472440944,0.0104301195862664,"CLASS2",5,1846
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",6,0.143334554110969,0.106299212598425,0.0902903757009451,"CLASS2",5,1836
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",6,0.0605200512726607,0.0503875968992249,0.0359219495597674,"CLASS2",5,1826
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",6,0.00347921626075798,0.00787401574803148,0.00381750406793143,"CLASS2",5,1806
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",6,0.0022431789049624,0.00775193798449614,0.00237881357999205,"CLASS2",5,1816
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",6,0.0144660937132094,0.0161290322580645,0.00935622596325945,"CLASS2",6,1346
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",6,0.138480103602543,0.092741935483871,0.0856281424141901,"CLASS2",6,1336
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",6,0.0649576171415117,0.0443548387096773,0.0424975909286503,"CLASS2",6,1326
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",6,0.00398810925359083,0.00806451612903225,0.00461611365937919,"CLASS2",6,1306
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",6,0.0032522957381681,0.0072992700729928,0.00342232406839134,"CLASS2",6,1316
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",6,0.0168502491476529,0.0241935483870968,0.0134650026350389,"CLASS2",7,1996
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",6,0.12540978232363,0.092741935483871,0.0798263965785594,"CLASS2",7,1986
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",6,0.0823006818777865,0.0564516129032255,0.0494403265946502,"CLASS2",7,1976
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",6,0.00429451875163911,0.0121951219512195,0.0050344877710134,"CLASS2",7,1956
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",6,0.00178665093102548,0.00806451612903225,0.00248786065952138,"CLASS2",7,1966
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",6,0.0163671497584541,0.0222222222222221,0.0107513071133602,"CLASS2",8,546
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",6,0.13312077294686,0.097777777777778,0.0863252731994845,"CLASS2",8,536
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",6,0.0548792270531403,0.0565217391304349,0.0333579627752625,"CLASS2",8,526
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",6,0.00295652173913052,0.00888888888888872,0.00296487064255992,"CLASS2",8,506
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",6,0.00442512077294699,0.0133333333333334,0.00472467438684988,"CLASS2",8,516
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",6,0.0174622603019177,0.0263157894736843,0.0106480888235092,"CLASS2",9,146
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",6,0.114524683802529,0.102325581395349,0.0740234565948659,"CLASS2",9,136
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",6,0.0651162790697672,0.0604651162790697,0.0381050651894594,"CLASS2",9,126
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",6,0.00189718482252155,0.00877192982456165,0.00279793120263973,"CLASS2",9,106
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",6,0.00148918808649534,0.00877192982456143,0.00242985432748654,"CLASS2",9,116
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",6,0.0361504514937596,0.0825688073394495,0.020951297204961,"CLASS3",1,1296
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",6,0.0911739697491014,0.281345565749235,0.0772407600489861,"CLASS3",1,1286
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",6,0.0470210353190805,0.162079510703364,0.0314220078816887,"CLASS3",1,1276
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",6,0.0122367146145044,0.0275229357798166,0.00680039150631014,"CLASS3",1,1256
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",6,0.0142046651346056,0.0428134556574924,0.0079964714782613,"CLASS3",1,1266
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",6,0.0338982467610675,0.0652173913043479,0.0194544887237586,"CLASS3",10,646
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",6,0.074091980523391,0.198757763975155,0.0518720851542911,"CLASS3",10,636
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",6,0.0491474682128664,0.142857142857143,0.0314926093538502,"CLASS3",10,626
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",6,0.0102260800743277,0.015527950310559,0.00612628521560036,"CLASS3",10,606
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",6,0.0150401748077289,0.0683229813664596,0.00866496952314571,"CLASS3",10,616
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",6,0.0319513213527182,0.0613496932515338,0.0169602433008511,"CLASS3",2,1796
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",6,0.093404579198969,0.273006134969325,0.0659547277589343,"CLASS3",2,1786
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",6,0.0458051407492158,0.113496932515337,0.0277647603845482,"CLASS3",2,1776
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",6,0.0155700326803833,0.0460122699386503,0.00852581556537284,"CLASS3",2,1756
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",6,0.0191019141367315,0.0613496932515338,0.0103718193468705,"CLASS3",2,1766
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",6,0.0330542082112357,0.0792682926829269,0.0163600364130463,"CLASS3",3,1096
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",6,0.0889393663681942,0.268292682926829,0.069146533993621,"CLASS3",3,1086
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",6,0.0563777319018365,0.198170731707317,0.0365947075909425,"CLASS3",3,1076
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",6,0.0124068972873933,0.024390243902439,0.00688289595672115,"CLASS3",3,1056
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",6,0.0167286828515315,0.0457317073170731,0.00843663860003284,"CLASS3",3,1066
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",6,0.0339589828423577,0.0676923076923077,0.0178334022778413,"CLASS3",4,1946
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",6,0.0966757863035783,0.270769230769231,0.0776291901584924,"CLASS3",4,1936
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",6,0.0434366185234673,0.0892307692307692,0.0255157999546259,"CLASS3",4,1926
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",6,0.0160989162477998,0.0492307692307692,0.008267077394213,"CLASS3",4,1906
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",6,0.0134936692753069,0.0584615384615386,0.00689527950483583,"CLASS3",4,1916
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",6,0.0325517062060612,0.0674846625766872,0.0174863976260907,"CLASS3",5,1396
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",6,0.0778859698780903,0.230061349693252,0.0672490850796729,"CLASS3",5,1386
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",6,0.0499083375023038,0.138036809815951,0.0357444411920368,"CLASS3",5,1376
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",6,0.0162803786302954,0.0613496932515338,0.00878383845894083,"CLASS3",5,1356
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",6,0.013579873087759,0.0337423312883436,0.00753609303528971,"CLASS3",5,1366
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",6,0.0274672538392055,0.058641975308642,0.0141870861023521,"CLASS3",6,1896
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",6,0.0799055938791712,0.222222222222222,0.0611284517635762,"CLASS3",6,1886
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",6,0.0508138635679286,0.108024691358025,0.0406955103565716,"CLASS3",6,1876
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",6,0.0117845117845118,0.021604938271605,0.00676610680052066,"CLASS3",6,1856
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",6,0.0134808450357231,0.037037037037037,0.00737889457527266,"CLASS3",6,1866
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",6,0.0350475939899078,0.102484472049689,0.0215618775712128,"CLASS3",7,1496
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",6,0.088908204207816,0.248447204968944,0.0648054725681236,"CLASS3",7,1486
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",6,0.0468732674941975,0.108695652173913,0.0280005410477874,"CLASS3",7,1476
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",6,0.00978002461920091,0.0465838509316769,0.00662196777344632,"CLASS3",7,1456
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",6,0.0157440730682854,0.0341614906832297,0.00812409152795686,"CLASS3",7,1466
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",6,0.0283368519459846,0.086053412462908,0.0178113791917934,"CLASS3",8,96
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",6,0.0842191572453469,0.270029673590504,0.0756322907347034,"CLASS3",8,86
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",6,0.0418083689244153,0.15727002967359,0.0287579835348861,"CLASS3",8,76
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",6,0.0152008694585709,0.0623145400593472,0.00898041842590959,"CLASS3",8,56
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",6,0.0142143209206141,0.0712166172106825,0.00917942768598903,"CLASS3",8,66
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",6,0.0370523523827239,0.0963855421686748,0.0226964569547797,"CLASS3",9,746
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",6,0.0807649770487314,0.213855421686747,0.0564201494175813,"CLASS3",9,736
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",6,0.0595199645046476,0.19578313253012,0.0417516536438785,"CLASS3",9,726
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",6,0.0127626672408564,0.0276198212835093,0.00664533505120759,"CLASS3",9,706
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",6,0.0138441662670181,0.0692771084337349,0.00803055867624002,"CLASS3",9,716
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",6,0.0229371921182266,0.03125,0.0215725209574235,"CLASS4",1,846
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",6,0.333282019704433,0.21875,0.208871529654576,"CLASS4",1,836
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",6,0.119304187192118,0.0788177339901477,0.0705056288945819,"CLASS4",1,826
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",6,0,0,0,"CLASS4",1,806
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",6,0.000461822660098532,0.0147783251231526,0.00232200598749608,"CLASS4",1,816
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",6,0.025249169435216,0.0357142857142858,0.0172224771454381,"CLASS4",10,796
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",6,0.419601328903654,0.357142857142857,0.294254172372053,"CLASS4",10,786
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",6,0.520598006644518,0.423255813953488,0.424119594137367,"CLASS4",10,776
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",6,0,0,0,"CLASS4",10,756
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",6,0.00415282392026584,0.0357142857142858,0.01561046326262,"CLASS4",10,766
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",6,0.0468661773009599,0.0869565217391304,0.0508956057702367,"CLASS4",2,196
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",6,0.502258610954263,0.434782608695652,0.368708682821774,"CLASS4",2,186
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",6,0.222190852625635,0.173913043478261,0.143032762104985,"CLASS4",2,176
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",6,0.0203274985883681,0.0434782608695652,0.0199570178214727,"CLASS4",2,156
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",6,0,0,0,"CLASS4",2,166
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",6,0.000666666666666704,0.00800000000000001,0.000922053775311695,"CLASS4",3,496
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",6,0.457,0.384,0.358119235305974,"CLASS4",3,486
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",6,0.487666666666667,0.352,0.388847071479487,"CLASS4",3,476
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",6,0,0,0,"CLASS4",3,456
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",6,0,0,0,"CLASS4",3,466
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",6,0.000776397515527938,0.0119047619047619,0.00103816112457228,"CLASS4",4,396
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",6,0.415890269151139,0.303571428571429,0.328111605289831,"CLASS4",4,386
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",6,0.146739130434783,0.130434782608696,0.147599085869699,"CLASS4",4,376
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",6,0,0,0,"CLASS4",4,356
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",6,0,0,0,"CLASS4",4,366
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",6,0.000222419928825657,0.00355871886121006,0.00062643109995669,"CLASS4",5,896
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",6,0.295262455516014,0.1875,0.18403061660269,"CLASS4",5,886
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",6,0.441725978647687,0.316725978647687,0.349222737930982,"CLASS4",5,876
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",6,0,0,0,"CLASS4",5,856
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",6,0,0,0,"CLASS4",5,866
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",6,0.0195936139332366,0.0384615384615385,0.0578571093652217,"CLASS4",6,346
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",6,0.473512336719884,0.384615384615385,0.348947783476858,"CLASS4",6,336
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",6,0.558417997097242,0.386792452830189,0.432666242737062,"CLASS4",6,326
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",6,0,0,0,"CLASS4",6,306
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",6,0,0,0,"CLASS4",6,316
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",6,0.0596614368290671,0.107142857142857,0.0408289077827025,"CLASS4",7,1046
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",6,0.39719240297275,0.357142857142857,0.261271952952075,"CLASS4",7,1036
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",6,0.0458298926507019,0.0714285714285714,0.028675149248513,"CLASS4",7,1026
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",6,0,0,0,"CLASS4",7,1006
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",6,0,0,0,"CLASS4",7,1016
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",6,0.0287058823529412,0.04,0.0433568570982666,"CLASS4",8,1646
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",6,0.374117647058824,0.28,0.333549938065664,"CLASS4",8,1636
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",6,0.0934117647058825,0.0800000000000001,0.0721190588814141,"CLASS4",8,1626
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",6,0,0,0,"CLASS4",8,1606
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",6,0,0,0,"CLASS4",8,1616
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",6,0.00057692307692303,0.00500000000000012,0.00232974910394261,"CLASS4",9,1246
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",6,0.474230769230769,0.423076923076923,0.345326827458803,"CLASS4",9,1236
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",6,0.0588461538461539,0.0449999999999999,0.0447297860391876,"CLASS4",9,1226
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",6,0,0,0,"CLASS4",9,1206
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph",6,0.0217307692307692,0.0384615384615385,0.0217940108879272,"CLASS4",9,1216
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",7,0.0296316074246432,0.0381050463439754,0.0158025127043263,"CLASS1",1,47
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",7,0.158537222808498,0.126673532440783,0.109648067083226,"CLASS1",1,37
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",7,0.0758279544372541,0.0713305898491083,0.0506561650358218,"CLASS1",1,27
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",7,0.0073107779939231,0.0164778578784759,0.00576099060454056,"CLASS1",1,7
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_1.graph",7,0.00669836789530143,0.0175077239958805,0.00650268529499503,"CLASS1",1,17
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",7,0.02619258237676,0.0347222222222221,0.0185199000392862,"CLASS1",10,697
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",7,0.137506849251458,0.140046296296296,0.078162937253799,"CLASS1",10,687
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",7,0.0884737545971249,0.0868055555555556,0.052233729078985,"CLASS1",10,677
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",7,0.00831893829637076,0.0196759259259258,0.00588488587715364,"CLASS1",10,657
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph",7,0.0120749981425758,0.0324074074074074,0.00832712759966444,"CLASS1",10,667
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph",7,0.0328020257376325,0.0607476635514019,0.018089458454639,"CLASS1",2,597
