n p sigma.fun sigma repl USGS USGS-F USGS-PRE
300 1.0 "logsquared" 68 17 0.03360945800022819 0.033962667000196234 0.0029498339999918244
300 1.0 "logsquared" 68 18 0.03362333400036732 0.03776491700000406 0.0032659170001352322
300 1.0 "logsquared" 68 19 0.03721850000010818 0.036748167000041576 0.0034758749998218263
300 1.0 "logsquared" 68 20 0.03493483300007938 0.034319166999921435 0.0029813329997523397
300 1.0 "logsquared" 68 21 0.034324791000017285 0.03424624999979642 0.0028620830003092124
300 1.0 "logsquared" 68 22 0.03481341699989571 0.034952749999774824 0.0029107919999660226
300 1.0 "logsquared" 68 23 0.034734083999865106 0.03557025000009162 0.002990959000271687
300 1.0 "logsquared" 68 24 0.03460637499983932 0.034615375000157655 0.00278929199976119
300 1.0 "logsquared" 68 25 0.03445295800020176 0.03473520799980179 0.0029476669997166027
300 1.0 "logsquared" 68 26 0.0346039170003678 0.03544008299968482 0.002839415999915218
300 1.0 "logsquared" 68 27 0.03612870799997836 0.03672291700013375 0.0030657080001219583
300 1.0 "logsquared" 68 28 0.03463033300022289 0.03466170799993051 0.00288916599993172
300 1.0 "logsquared" 68 29 0.033942042000035144 0.0345572500000344 0.0028567499998644053
300 1.0 "logsquared" 68 30 0.03416487499998766 0.03237283299995397 0.0027845829999932903
300 1.0 "half" 150 1 0.03454375000001164 0.03607141699967542 0.002980125000249245
300 1.0 "half" 150 2 0.03455850000000282 0.03731133300016154 0.003620458000114013
300 1.0 "half" 150 3 0.036700415999803226 0.03743570799997542 0.0031577090003338526
300 1.0 "half" 150 4 0.03556220900009066 0.03732879100016362 0.0031882909997875686
300 1.0 "half" 150 5 0.03625125000007756 0.03769133400010105 0.0030605419997300487
300 1.0 "half" 150 6 0.03550604099973498 0.037441417000081856 0.0032806250001158332
300 1.0 "half" 150 7 0.035462333999930706 0.037164917000154674 0.0031844170002841565
300 1.0 "half" 150 8 0.03591620799988959 0.036984416999985115 0.0029855000002498855
300 1.0 "half" 150 9 0.03510641699995176 0.035965540999768564 0.0029452499998114945
300 1.0 "half" 150 10 0.034532665999904566 0.03584862499974406 0.0029165829996600223
300 1.0 "half" 150 11 0.03397837500006062 0.035364583999580645 0.002834792000157904
300 1.0 "half" 150 12 0.03380745799995566 0.035578875000283006 0.0028946669999641017
300 1.0 "half" 150 13 0.033949249999750464 0.03559779199986224 0.002824999999575084
300 1.0 "half" 150 14 0.03390008399992439 0.035677416999988054 0.002957207999770617
300 1.0 "half" 150 15 0.03409754199992676 0.03597837500001333 0.0029542079996645043
300 1.0 "half" 150 16 0.03432741699998587 0.03608662500028004 0.002806209000027593
300 1.0 "half" 150 17 0.034308374999909574 0.035833124999953725 0.0029610420001517923
300 1.0 "half" 150 18 0.03414779200011253 0.03597004099992773 0.003065083999899798
300 1.0 "half" 150 19 0.034345624999787105 0.03532133399994564 0.0028280409997023526
300 1.0 "half" 150 20 0.034527417000390415 0.035932750000029046 0.002936916000180645
300 1.0 "half" 150 21 0.03839987499986819 0.03732941699990988 0.00306674999956158
300 1.0 "half" 150 22 0.03477041600035591 0.035852457999681064 0.002990459000102419
300 1.0 "half" 150 23 0.034037958000226354 0.03559620799978802 0.002897833000133687
300 1.0 "half" 150 24 0.03387820899979488 0.03524754199997915 0.0028832499997406558
300 1.0 "half" 150 25 0.03386058299975048 0.03526333300033002 0.0028867089999948803
300 1.0 "half" 150 26 0.03360091600006854 0.03527820799990877 0.0027937500003645255
300 1.0 "half" 150 27 0.033601957999962906 0.03540137499976481 0.0028305829996497778
300 1.0 "half" 150 28 0.03383124999982101 0.03532533300040086 0.0028944169998794678
300 1.0 "half" 150 29 0.03378591699993194 0.03528962500013222 0.0028774580000572314
300 1.0 "half" 150 30 0.033912874999714404 0.035466416999952344 0.002795082999909937
400 1.0 "log" 6 1 0.06362625000019762 0.007538457999999082 0.00499466700011908
400 1.0 "log" 6 2 0.06244545800018386 0.01144174999990355 0.004925125000227126
400 1.0 "log" 6 3 0.0632194999998319 0.009963167000023532 0.005777542000032554
400 1.0 "log" 6 4 0.06886866700006067 0.00996670799986532 0.0074079589999200834
400 1.0 "log" 6 5 0.06732208399989759 0.023915166999813664 0.006544500000018161
400 1.0 "log" 6 6 0.06591020799987746 0.0409248750002007 0.007182167000337358
400 1.0 "log" 6 7 0.06844979200013768 0.009082417000172427 0.007321000000047206
400 1.0 "log" 6 8 0.06668912500026636 0.007166082999901846 0.0065198750003219175
400 1.0 "log" 6 9 0.0654505419997804 0.03613987500011717 0.005221875000188447
400 1.0 "log" 6 10 0.06239270900005067 0.04500950000010562 0.0053412909996950475
400 1.0 "log" 6 11 0.06182325000008859 0.009683374999895022 0.004775499999595922
400 1.0 "log" 6 12 0.06284675000006246 0.013267083000300772 0.006366584000261355
400 1.0 "log" 6 13 0.06356262499957666 0.03132449999975506 0.0053478750000977016
400 1.0 "log" 6 14 0.06172474999993938 0.029651499999999942 0.0052589160000025
400 1.0 "log" 6 15 0.06208275000017238 0.02345758299998124 0.005216000000018539
400 1.0 "log" 6 16 0.062413957999979175 0.017603124999823194 0.0051561660002334975
400 1.0 "log" 6 17 0.06390458400028365 0.030774291999932757 0.006090624999615102
400 1.0 "log" 6 18 0.06681854199996451 0.025374792000093294 0.006859000000076776
400 1.0 "log" 6 19 0.0653846249997514 0.015476999999918917 0.005361375000120461
400 1.0 "log" 6 20 0.0635890839998865 0.044466790999649675 0.004817000000002736
400 1.0 "log" 6 21 0.06413233299963395 0.007437750000008236 0.005268917000194051
400 1.0 "log" 6 22 0.06290433300000586 0.008770542000092973 0.005061416999978974
400 1.0 "log" 6 23 0.06236924999984694 0.01675737499999741 0.005624917000204732
400 1.0 "log" 6 24 0.06710183399991365 0.00835295800015956 0.005809499999941181
400 1.0 "log" 6 25 0.06480812500012689 0.02320037500021499 0.005307208000431274
400 1.0 "log" 6 26 0.06344595900009153 0.03466575000038574 0.005118665999816585
400 1.0 "log" 6 27 0.0625609590001659 0.02657637499987686 0.005409207999946375
400 1.0 "log" 6 28 0.06306291700002475 0.013586457999736012 0.005057834000126604
400 1.0 "log" 6 29 0.06489204200033782 0.02476974999990489 0.0054209589998208685
400 1.0 "log" 6 30 0.06445050000002084 0.04244974999983242 0.005344249999780004
400 1.0 "sqrt" 20 1 0.06933312499995736 0.058714834000056726 0.007014667000021291
400 1.0 "sqrt" 20 2 0.06697104199975001 0.049865833000239945 0.006631334000303468
400 1.0 "sqrt" 20 3 0.06539816700023948 0.02294300000039584 0.005819209000037517
400 1.0 "sqrt" 20 4 0.06600849999995262 0.04642991700029597 0.0074072499996873375
400 1.0 "sqrt" 20 5 0.06647691599982863 0.05474679200005994 0.007402540999919438
400 1.0 "sqrt" 20 6 0.06524345899970285 0.04783404199997676 0.005643416000111756
400 1.0 "sqrt" 20 7 0.062475499999891326 0.04836325000042052 0.00576908299990464
400 1.0 "sqrt" 20 8 0.06559616699996695 0.029126708000148938 0.010128000000349857
400 1.0 "sqrt" 20 9 0.06845954199980042 0.05115512500015029 0.007073291999859066
400 1.0 "sqrt" 20 10 0.07340983299991422 0.06589249999979074 0.007630458000221552
400 1.0 "sqrt" 20 11 0.06453983399978824 0.029229750000013155 0.0058594580000317364
400 1.0 "sqrt" 20 12 0.06494674999976269 0.05264974999954575 0.005889166000088153
400 1.0 "sqrt" 20 13 0.06320258300002024 0.05105383399995844 0.00611208300006183
400 1.0 "sqrt" 20 14 0.06489283399969281 0.047879540999929304 0.005616291999558598
400 1.0 "sqrt" 20 15 0.0627887919999921 0.045870041999933164 0.0052770000002055895
400 1.0 "sqrt" 20 16 0.06773987499991563 0.036822958000357175 0.008430291999957262
400 1.0 "sqrt" 20 17 0.06551516599984097 0.04381395900009011 0.005471500000112428
400 1.0 "sqrt" 20 18 0.06225645899985466 0.042024708000099054 0.007475290999991557
400 1.0 "sqrt" 20 19 0.06560237500025323 0.0449445829999604 0.00564304199997423
400 1.0 "sqrt" 20 20 0.06542837500001042 0.05744933299956756 0.005515583000033075
400 1.0 "sqrt" 20 21 0.06461070799969093 0.05129491700017752 0.005644667000069603
400 1.0 "sqrt" 20 22 0.06476708299987877 0.04318354199995156 0.005525666999801615
400 1.0 "sqrt" 20 23 0.06332162499984406 0.04086712499974965 0.005410499999925378
400 1.0 "sqrt" 20 24 0.06304225000030783 0.03470920899962948 0.005939791999935551
400 1.0 "sqrt" 20 25 0.06812224999976024 0.03838800000039555 0.006373749999966094
400 1.0 "sqrt" 20 26 0.06569220799974573 0.05410212500009948 0.0064285410003321886
400 1.0 "sqrt" 20 27 0.06392804199958846 0.043074790999980905 0.005520707999949082
400 1.0 "sqrt" 20 28 0.06225762500025667 0.05093575000000783 0.00535283299996081
400 1.0 "sqrt" 20 29 0.06219420799970976 0.04124320900018574 0.00540433399964968
400 1.0 "sqrt" 20 30 0.06174904099998457 0.05404208300024038 0.0052271660001679265
400 1.0 "logsquared" 75 1 0.06549199999972188 0.06620979199988142 0.005906374999995023
400 1.0 "logsquared" 75 2 0.06394324999973833 0.0621859590000895 0.005637750000005326
400 1.0 "logsquared" 75 3 0.06415841699981684 0.06289870799992059 0.006123333000232378
400 1.0 "logsquared" 75 4 0.06464816600009726 0.0648853330003476 0.005843957999786653
400 1.0 "logsquared" 75 5 0.07112066699983188 0.06673941700000796 0.008069999999861466
400 1.0 "logsquared" 75 6 0.0688960830002543 0.06502358299985644 0.0062187910002649005
400 1.0 "logsquared" 75 7 0.06391037499997765 0.06576179199964827 0.005984666000131256
400 1.0 "logsquared" 75 8 0.06509925000000294 0.06359699999984514 0.006096374999742693
400 1.0 "logsquared" 75 9 0.06461233399977573 0.06490733299960993 0.005879875000118773
400 1.0 "logsquared" 75 10 0.06686208300016006 0.06699191699999574 0.006208917000094516
400 1.0 "logsquared" 75 11 0.0657266250000248 0.06431312499989872 0.0055338339998343145
400 1.0 "logsquared" 75 12 0.06465937500024665 0.06625450000001365 0.006631708999975672
400 1.0 "logsquared" 75 13 0.06672979199993279 0.06344520800030296 0.0064569169999231235
400 1.0 "logsquared" 75 14 0.06452237499979674 0.06242537500020262 0.0054761249998591666
400 1.0 "logsquared" 75 15 0.06353233399977398 0.06543683400013833 0.006600541000352678
400 1.0 "logsquared" 75 16 0.06480400000009467 0.06327058399983798 0.006113125000410946
400 1.0 "logsquared" 75 17 0.06310216700012461 0.06405837500005873 0.005353292000108922
400 1.0 "logsquared" 75 18 0.06258124999976644 0.06365366599993649 0.005300625000018044
400 1.0 "logsquared" 75 19 0.06297670899994046 0.07174970799997027 0.008558375000120577
400 1.0 "logsquared" 75 20 0.06915570799992565 0.06756470800019088 0.006733875000008993
400 1.0 "logsquared" 75 21 0.06437258300002213 0.06565025000008973 0.005787208000128885
400 1.0 "logsquared" 75 22 0.06377787500014165 0.06718362499987052 0.006554500000220287
400 1.0 "logsquared" 75 23 0.06411283300030846 0.06211895900014497 0.005549790999793913
400 1.0 "logsquared" 75 24 0.06375795799976913 0.061271583999769064 0.005958833000022423
400 1.0 "logsquared" 75 25 0.06308045800005857 0.06396604200017464 0.0055729170003360196
400 1.0 "logsquared" 75 26 0.06299504100024933 0.06299683299994285 0.005595250000169472
400 1.0 "logsquared" 75 27 0.062890416999835 0.06393766600012896 0.005216374999690743
400 1.0 "logsquared" 75 28 0.06318700000019817 0.06149833400013449 0.0058183749997624545
400 1.0 "logsquared" 75 29 0.07154108299982909 0.06887370900039969 0.006638833000124578
400 1.0 "logsquared" 75 30 0.06521233300009044 0.06604250000009415 0.005919582999922568
400 1.0 "half" 200 1 0.06672912500016537 0.0696414169997297 0.006431374999920081
400 1.0 "half" 200 2 0.06528591599999345 0.06743249999999534 0.006385958999999275
400 1.0 "half" 200 3 0.06551800000033836 0.07120366600020134 0.009119249999912427
400 1.0 "half" 200 4 0.06971299999986513 0.07210350000013932 0.008291791999909037
400 1.0 "half" 200 5 0.06971370900009788 0.07031333299983089 0.007060417000047892
400 1.0 "half" 200 6 0.06702420800002074 0.06781179099971268 0.005906541999593173
400 1.0 "half" 200 7 0.06377199999997174 0.06885795900006997 0.006339125000067725
400 1.0 "half" 200 8 0.06923266700005115 0.0717499580000549 0.007217249999939668
400 1.0 "half" 200 9 0.06748925000010786 0.06934295800010659 0.006236165999780496
400 1.0 "half" 200 10 0.06517479200010712 0.06906591699998899 0.006516958999782219
400 1.0 "half" 200 11 0.06815575000018725 0.0694680840001638 0.006552124999871012
400 1.0 "half" 200 12 0.06521587499992165 0.067220666999674 0.0056190840000454045
400 1.0 "half" 200 13 0.06353741700013416 0.06649383400008446 0.005871415999990859
400 1.0 "half" 200 14 0.07046691599998667 0.07178520900015428 0.007247292000101879
400 1.0 "half" 200 15 0.06712912500006496 0.06963912499986691 0.007289457999831939
400 1.0 "half" 200 16 0.0653070410003238 0.06884654100031184 0.006003375000091182
400 1.0 "half" 200 17 0.06530616699956227 0.06852437500037922 0.005811583000195242
400 1.0 "half" 200 18 0.0643326250001337 0.06788491699990118 0.006669333999980154
400 1.0 "half" 200 19 0.06587395799988371 0.06827616600003239 0.006041292000190879
400 1.0 "half" 200 20 0.06673820900005012 0.06871412500004226 0.006361583999932918
400 1.0 "half" 200 21 0.06415199999992183 0.06694295799979955 0.005583374999787338
400 1.0 "half" 200 22 0.06349891699983345 0.06682741700024053 0.005497500000274158
400 1.0 "half" 200 23 0.06654141699982574 0.06848170800003572 0.0063370839998242445
400 1.0 "half" 200 24 0.06475891699983549 0.06805425000038667 0.005917292000049201
400 1.0 "half" 200 25 0.064878416999818 0.06874329199990825 0.006344750000152999
400 1.0 "half" 200 26 0.0664116660000218 0.06817145900004107 0.005918667000059941
400 1.0 "half" 200 27 0.06840120900005786 0.06945854100013094 0.006849083000361134
400 1.0 "half" 200 28 0.06633245800003351 0.06931616599968038 0.006458709000071394
400 1.0 "half" 200 29 0.06622716599986234 0.06965570800002752 0.0061929160001454875
400 1.0 "half" 200 30 0.06467066699997304 0.06788945900007093 0.006069833000310609
500 1.0 "log" 7 1 0.10558537499991871 0.017148958000234416 0.009877167000013287
500 1.0 "log" 7 2 0.10451312499981213 0.06216666700038331 0.009340624999822467
500 1.0 "log" 7 3 0.10850458400000207 0.05654795800001011 0.00997141699963322
500 1.0 "log" 7 4 0.10538579100011702 0.04349608300026375 0.011116332999790757
500 1.0 "log" 7 5 0.10510362500008341 0.061266708000403014 0.010740249999798834
500 1.0 "log" 7 6 0.10737983299986809 0.02640429099983521 0.00890449999997145
500 1.0 "log" 7 7 0.10485666600015975 0.022874750000028143 0.009230957999989187
500 1.0 "log" 7 8 0.10542366599975139 0.013059916999736743 0.008905417000278248
500 1.0 "log" 7 9 0.1053017499998532 0.02540466699974786 0.011513667000144778
500 1.0 "log" 7 10 0.10514400000010937 0.025163374999920052 0.008756208000249899
500 1.0 "log" 7 11 0.10581029200011471 0.03419958399990719 0.00926049999998213
500 1.0 "log" 7 12 0.1058349999998427 0.02962608400002864 0.009435208000013517
500 1.0 "log" 7 13 0.10584066599994912 0.05287599999974191 0.010020624999924621
500 1.0 "log" 7 14 0.10427183399997375 0.061091665999811084 0.01028474999975515
500 1.0 "log" 7 15 0.10628516699989632 0.014340416999857553 0.008714083000086248
500 1.0 "log" 7 16 0.1037597919998916 0.024528375000045344 0.009729124999921623
500 1.0 "log" 7 17 0.11244712500001697 0.07768450000003213 0.018728167000062967
500 1.0 "log" 7 18 0.11315704199978427 0.07961441699990246 0.011409541999910289
500 1.0 "log" 7 19 0.10877137500028766 0.055273334000048635 0.012500124999860418
500 1.0 "log" 7 20 0.11474312500013184 0.059123707999788166 0.012107166000077996
500 1.0 "log" 7 21 0.11047608299986678 0.018526791000113008 0.012126749999879394
500 1.0 "log" 7 22 0.10919662500009508 0.013357457999973121 0.011372874999779015
500 1.0 "log" 7 23 0.11367833399981464 0.027179209000223636 0.01834741699985898
500 1.0 "log" 7 24 0.11269941599994127 0.020701333000033628 0.014701457999763079
500 1.0 "log" 7 25 0.12055937499962965 0.02317087499977788 0.011326999999710097
500 1.0 "log" 7 26 0.10959654199996294 0.03172808299996177 0.0106034999998883
500 1.0 "log" 7 27 0.10738516699984757 0.010214500000074622 0.009181625000110216
500 1.0 "log" 7 28 0.10726483300004475 0.04202095799973904 0.010390499999630265
500 1.0 "log" 7 29 0.10474383300015688 0.03119066700037365 0.008604874999946333
500 1.0 "log" 7 30 0.10728724999989936 0.03304658400020344 0.009787375000087195
500 1.0 "sqrt" 23 1 0.12938141700033157 0.09370112499982497 0.01249766599994473
500 1.0 "sqrt" 23 2 0.10879691600030128 0.075816333000148 0.012574291999953857
500 1.0 "sqrt" 23 3 0.11050541699978567 0.07661141699963991 0.012231249999786087
500 1.0 "sqrt" 23 4 0.11104820799982917 0.0933610420001969 0.012421999999787658
500 1.0 "sqrt" 23 5 0.1159565829998428 0.08111833300017679 0.012131333000070299
500 1.0 "sqrt" 23 6 0.10710887499999444 0.06845537500021237 0.011333292000017536
500 1.0 "sqrt" 23 7 0.10867787500001214 0.061239874999955646 0.010266332999890437
500 1.0 "sqrt" 23 8 0.10537266699975589 0.03401508400020248 0.013648957999976119
500 1.0 "sqrt" 23 9 0.11520474999997532 0.09728733400015699 0.012713290999727178
500 1.0 "sqrt" 23 10 0.10934895899981711 0.05519666700001835 0.011793083000156912
500 1.0 "sqrt" 23 11 0.11022783399994296 0.0744457920000059 0.011482125000384258
500 1.0 "sqrt" 23 12 0.10940816700031064 0.062562667000293 0.0108948329998384
500 1.0 "sqrt" 23 13 0.10671491699986291 0.09752287499986778 0.01294862499980809
500 1.0 "sqrt" 23 14 0.10869045800018284 0.07296766699982982 0.010787083000195707
500 1.0 "sqrt" 23 15 0.1144948750002186 0.07011074999991251 0.015397499999835418
500 1.0 "sqrt" 23 16 0.11333262500011188 0.0842104170001221 0.012759291999827838
500 1.0 "sqrt" 23 17 0.11010445800002344 0.09323945799997091 0.012762374999965687
500 1.0 "sqrt" 23 18 0.11135183299984419 0.09715841700017336 0.010712833999605209
500 1.0 "sqrt" 23 19 0.10621812499994121 0.08828254100035338 0.011234500000227854
500 1.0 "sqrt" 23 20 0.10972083299975566 0.09688799999958064 0.010302041999693756
500 1.0 "sqrt" 23 21 0.1068012920000001 0.09091699999999037 0.011082417000125133
500 1.0 "sqrt" 23 22 0.12229000000024826 0.09116520799989303 0.015197249999800988
500 1.0 "sqrt" 23 23 0.1106928340000195 0.048051249999844 0.012671667000176967
500 1.0 "sqrt" 23 24 0.10903658300003372 0.06878204199983884 0.011753417000363697
500 1.0 "sqrt" 23 25 0.10838375000002998 0.08118304200024795 0.014462332999755745
500 1.0 "sqrt" 23 26 0.11114920799991523 0.08430041700012225 0.011324874999900203
500 1.0 "sqrt" 23 27 0.10910462500032736 0.08353445900002043 0.011108416999832116
500 1.0 "sqrt" 23 28 0.1063796249995903 0.06793395800013968 0.011328665999826626
500 1.0 "sqrt" 23 29 0.10630420799998319 0.05700483400005396 0.01108112500014613
500 1.0 "sqrt" 23 30 0.10855345800018767 0.08232625000027838 0.009581708000041544
500 1.0 "logsquared" 81 1 0.11645687500003987 0.11076870800025063 0.011727084000085597
500 1.0 "logsquared" 81 2 0.10816204200000357 0.10730558300019766 0.01011762500002078
500 1.0 "logsquared" 81 3 0.1052068330000111 0.10264654200000223 0.00927750000028027
500 1.0 "logsquared" 81 4 0.10390099999995073 0.10487654199960161 0.009060708000106388
500 1.0 "logsquared" 81 5 0.11953262499991979 0.1226417089997085 0.014715792000060901
500 1.0 "logsquared" 81 6 0.11236604199984868 0.10627008299979934 0.011378292000244983
500 1.0 "logsquared" 81 7 0.10916374999987966 0.10898683300001721 0.012729874999877211
500 1.0 "logsquared" 81 8 0.11339295800007676 0.10723629199992502 0.011191042000064044
500 1.0 "logsquared" 81 9 0.10996208300002763 0.11552945799985537 0.014471292000052927
500 1.0 "logsquared" 81 10 0.11580179099973975 0.11415612500013594 0.012879042000349727
500 1.0 "logsquared" 81 11 0.11064487500016185 0.10617483400028505 0.016228458999648865
500 1.0 "logsquared" 81 12 0.11230616700004248 0.10819575000004988 0.010864458000014565
500 1.0 "logsquared" 81 13 0.10531420800043634 0.1051382079999712 0.009223000000019965
500 1.0 "logsquared" 81 14 0.10451166699976966 0.1122803749999548 0.013871125000150641
500 1.0 "logsquared" 81 15 0.10775866599988149 0.1068545000002814 0.010885958000017126
500 1.0 "logsquared" 81 16 0.10899837499982823 0.10511441699964053 0.010808958999859897
500 1.0 "logsquared" 81 17 0.10495187500009706 0.10442095799999151 0.011171457999807899
500 1.0 "logsquared" 81 18 0.10825970799987772 0.10707462500022302 0.010673332999886043
500 1.0 "logsquared" 81 19 0.10815687499962223 0.10732520800002021 0.011191000000053464
500 1.0 "logsquared" 81 20 0.10838120800008255 0.10646099999985381 0.01032354100016164
500 1.0 "logsquared" 81 21 0.10824683400005597 0.10679154199988261 0.011372750000191445
500 1.0 "logsquared" 81 22 0.11390195800004221 0.1074091249997764 0.01074804200015933
500 1.0 "logsquared" 81 23 0.10756058300012228 0.10413720899987311 0.00976787499985221
500 1.0 "logsquared" 81 24 0.10410904099990148 0.10436833400035539 0.009162957999706123
500 1.0 "logsquared" 81 25 0.1041970000001129 0.10356616700028098 0.009043624999776512
500 1.0 "logsquared" 81 26 0.10652925000022151 0.10357687499981694 0.01305104199991547
500 1.0 "logsquared" 81 27 0.10724658299977818 0.10413887499998964 0.009290458999657858
500 1.0 "logsquared" 81 28 0.10426520800001526 0.10240904200009027 0.009251917000256071
500 1.0 "logsquared" 81 29 0.10463608400004887 0.09761687499985783 0.00944108400017285
500 1.0 "logsquared" 81 30 0.10388795799963191 0.10370029100022293 0.009518082999875332
500 1.0 "half" 250 1 0.10453537499961385 0.1142304170002717 0.011897708000105922
500 1.0 "half" 250 2 0.10877133299982233 0.11329208300003302 0.01098512499993376
500 1.0 "half" 250 3 0.10965704199998072 0.11102612500008036 0.010727124999903026
500 1.0 "half" 250 4 0.10464558400008173 0.1147840830003588 0.010398875000191765
500 1.0 "half" 250 5 0.10676966700020785 0.10965158299995892 0.009961791000023368
500 1.0 "half" 250 6 0.10445341600006941 0.1129823330002182 0.01132637499995326
500 1.0 "half" 250 7 0.11041570799989131 0.11371158299971285 0.011142750000090018
500 1.0 "half" 250 8 0.10791379200009033 0.11876633300016692 0.0152109579998978
500 1.0 "half" 250 9 0.1105581249998977 0.11181216700015284 0.011516583999764407
500 1.0 "half" 250 10 0.10863795799969012 0.11358445799987749 0.01189333299998907
500 1.0 "half" 250 11 0.1082173340000736 0.11294791699992857 0.011137375000089378
500 1.0 "half" 250 12 0.10513745900016147 0.10987829100031377 0.011576249999961874
500 1.0 "half" 250 13 0.1075865419998081 0.11143895799978054 0.010921125000095344
500 1.0 "half" 250 14 0.10490716699996483 0.11103154200009158 0.010457542000040121
500 1.0 "half" 250 15 0.10665999999991982 0.11148545800006104 0.010369041000103607
500 1.0 "half" 250 16 0.1051547499996559 0.10977570800014291 0.011363084000095114
500 1.0 "half" 250 17 0.10722020799994425 0.11162116700006663 0.01052487500010102
500 1.0 "half" 250 18 0.10448470899973472 0.11123500000030617 0.01123741700030223
500 1.0 "half" 250 19 0.10531258300034096 0.10898270899997442 0.009578208999755589
500 1.0 "half" 250 20 0.1083394170000247 0.10987649999970017 0.009607957999833161
500 1.0 "half" 250 21 0.10527604199978668 0.11091791699982423 0.012031208999815135
500 1.0 "half" 250 22 0.10929045800003223 0.11150354199980939 0.01070937500026048
500 1.0 "half" 250 23 0.10890112500010218 0.10954025000000911 0.009590750000370463
500 1.0 "half" 250 24 0.10632233300020744 0.11230062499998894 0.011620457999924838
500 1.0 "half" 250 25 0.10900583300008293 0.11292766699989443 0.010470665999946505
500 1.0 "half" 250 26 0.10637945799999216 0.11255066700005045 0.011223083000004408
500 1.0 "half" 250 27 0.10476487500000076 0.11112016700008098 0.010861750000003667
500 1.0 "half" 250 28 0.10470725000004677 0.10877279100031956 0.010763666999991983
500 1.0 "half" 250 29 0.1085146249997706 0.11040479099983713 0.009799667000152112
500 1.0 "half" 250 30 0.10879174999990937 0.10981149999997797 0.009992917000090529
600 1.0 "log" 7 1 0.16433033300017996 0.08814858300002015 0.01766916599990509
600 1.0 "log" 7 2 0.1603790840003967 0.10097541699997237 0.019416457999795966
600 1.0 "log" 7 3 0.1629827080000723 0.037370999999893684 0.01532291700004862
600 1.0 "log" 7 4 0.15955391600027724 0.02363495800000237 0.015038916999856156
600 1.0 "log" 7 5 0.1611695830001736 0.014159458999984054 0.01699845799976174
600 1.0 "log" 7 6 0.16412508300027184 0.11408708299995851 0.019742417000088608
600 1.0 "log" 7 7 0.1642338749998089 0.09070862499993382 0.01790237499972136
600 1.0 "log" 7 8 0.1588793330001863 0.09378270900015195 0.01812983299987536
600 1.0 "log" 7 9 0.16517579199989996 0.0178324169996813 0.018164708000313112
600 1.0 "log" 7 10 0.1623467909998908 0.022526916999595414 0.016259833999811235
600 1.0 "log" 7 11 0.1642401669996616 0.02975837500025591 0.018214582999917184
600 1.0 "log" 7 12 0.16032341600021027 0.08470591699961005 0.016043999999965308
600 1.0 "log" 7 13 0.16155679100029374 0.06411804200024562 0.02098904100012078
600 1.0 "log" 7 14 0.1640107920002265 0.03801100000009683 0.01715179100028763
600 1.0 "log" 7 15 0.16306537499986007 0.05402150000008987 0.019842624999910186
600 1.0 "log" 7 16 0.16697045799992338 0.10107916699962516 0.017880082999909064
600 1.0 "log" 7 17 0.15949920799994288 0.02862025000013091 0.016920999999911146
600 1.0 "log" 7 18 0.1617372499999874 0.029462750000220694 0.01647558400009075
600 1.0 "log" 7 19 0.15988720800032752 0.07731758299996727 0.015505667000070389
600 1.0 "log" 7 20 0.16903741699979946 0.06428141700007473 0.019750416000078985
600 1.0 "log" 7 21 0.165340207999634 0.022270375000061904 0.017131250000147702
600 1.0 "log" 7 22 0.16138879200025258 0.04243620799979908 0.01513879200001611
600 1.0 "log" 7 23 0.15829879099965183 0.016525084000022616 0.014699542000016663
600 1.0 "log" 7 24 0.18326895900008822 0.049673792000248795 0.026117958000213548
600 1.0 "log" 7 25 0.1646656670000084 0.025625374999890482 0.020159707999937382
600 1.0 "log" 7 26 0.16624595900020722 0.04316125000013926 0.025341624999782653
600 1.0 "log" 7 27 0.17307295799992062 0.02309758299998066 0.023329874999944877
600 1.0 "log" 7 28 0.16696149999961563 0.020159165999757533 0.019467707999865524
600 1.0 "log" 7 29 0.1625458329999674 0.05756437499985623 0.017123499999797787
600 1.0 "log" 7 30 0.16570679200003724 0.09437870900001144 0.02519870899959642
600 1.0 "sqrt" 25 1 0.16214208299970778 0.1158812499998021 0.017348416999993788
600 1.0 "sqrt" 25 2 0.16286899999977322 0.13376225000001796 0.018189666999660403
600 1.0 "sqrt" 25 3 0.15869962499982648 0.09956829199973072 0.01795208300018203
600 1.0 "sqrt" 25 4 0.16336774999990666 0.11925033399984386 0.019969124999988708
600 1.0 "sqrt" 25 5 0.16367666599990116 0.11372137500029567 0.018631958000241866
600 1.0 "sqrt" 25 6 0.16622525000002497 0.12504212500016365 0.01810162500032675
600 1.0 "sqrt" 25 7 0.16438225000001694 0.12355458299998645 0.02368641699968066
600 1.0 "sqrt" 25 8 0.1642189999997754 0.13463916599994263 0.02052508399992803
600 1.0 "sqrt" 25 9 0.16195141700018212 0.12472224999964965 0.023764125000070635
600 1.0 "sqrt" 25 10 0.16409933300019475 0.08107770899960087 0.01828641600013725
600 1.0 "sqrt" 25 11 0.16252183300002798 0.09613783300028445 0.023426291999840032
600 1.0 "sqrt" 25 12 0.16713079200007996 0.10862799999995332 0.02050587500025358
600 1.0 "sqrt" 25 13 0.1718114999998761 0.08819191700013107 0.022436332999859587
600 1.0 "sqrt" 25 14 0.16573995899989313 0.1332971249998991 0.019225250000090455
