n p sigma.fun sigma repl USGS USGS-F USGS-PRE
600 1.0 "sqrt" 25 15 0.16241149999996196 0.11402175000011994 0.022956416999932117
600 1.0 "sqrt" 25 16 0.16626358299981803 0.14419541699999172 0.018983124999977008
600 1.0 "sqrt" 25 17 0.16446962500003792 0.11135187499985477 0.020022500000322907
600 1.0 "sqrt" 25 18 0.16417962499963323 0.10390716700021585 0.018997333999777766
600 1.0 "sqrt" 25 19 0.16000120800026707 0.11983995800028424 0.016872333999799594
600 1.0 "sqrt" 25 20 0.16356845800009978 0.10498866600028123 0.019401208000090264
600 1.0 "sqrt" 25 21 0.16406024999969304 0.08082837499978268 0.023421583000072133
600 1.0 "sqrt" 25 22 0.16561108299993066 0.09783199999992576 0.01771637499996359
600 1.0 "sqrt" 25 23 0.15955508400020335 0.10746666699969865 0.02184208300013779
600 1.0 "sqrt" 25 24 0.16449920900004145 0.1287380840003607 0.01915329199982807
600 1.0 "sqrt" 25 25 0.16354708399967421 0.13764433300002565 0.018491000000267377
600 1.0 "sqrt" 25 26 0.16102366699988124 0.08829479199994239 0.022474458000033337
600 1.0 "sqrt" 25 27 0.1662720829999671 0.08752349999986109 0.024124416000177007
600 1.0 "sqrt" 25 28 0.16613020800014056 0.13295900000002803 0.023233666000123776
600 1.0 "sqrt" 25 29 0.16344049999997878 0.09306804100015142 0.016416417000073125
600 1.0 "sqrt" 25 30 0.16016837500001202 0.12879079200001797 0.027802999999948952
600 1.0 "logsquared" 86 1 0.16130800000019008 0.16091862500024945 0.019714791999831505
600 1.0 "logsquared" 86 2 0.16083037499993225 0.16278845799979536 0.016368249999686668
600 1.0 "logsquared" 86 3 0.1596854159997747 0.15489283400029308 0.017824916999870766
600 1.0 "logsquared" 86 4 0.16153770799974154 0.15707466699996075 0.017477916000188998
600 1.0 "logsquared" 86 5 0.16007100000024366 0.15825895899979514 0.017116750000241154
600 1.0 "logsquared" 86 6 0.16016750000017055 0.15454320799972265 0.018128125000203
600 1.0 "logsquared" 86 7 0.16118787499999598 0.14963299999999435 0.017313166999883833
600 1.0 "logsquared" 86 8 0.15982154199991783 0.15985254199995325 0.017556750000039756
600 1.0 "logsquared" 86 9 0.16008870899986505 0.15850349999982427 0.017067999999653694
600 1.0 "logsquared" 86 10 0.16049591700038945 0.15300487500007875 0.0170194160000392
600 1.0 "logsquared" 86 11 0.15914183299992146 0.15917699999999968 0.020144749999872147
600 1.0 "logsquared" 86 12 0.16269679200013343 0.15481399999998757 0.016649916999995185
600 1.0 "logsquared" 86 13 0.16063054200003535 0.16279204100010247 0.018559291000201483
600 1.0 "logsquared" 86 14 0.16127695799968933 0.16170791700005793 0.018885417000092275
600 1.0 "logsquared" 86 15 0.16006174999984069 0.1487909170000421 0.017084833000353683
600 1.0 "logsquared" 86 16 0.16169716600006723 0.16219025000009424 0.017470249999860243
600 1.0 "logsquared" 86 17 0.16159704199981206 0.1664540419997138 0.029917000000295957
600 1.0 "logsquared" 86 18 0.18158191699967574 0.1624834579997696 0.020169667000118352
600 1.0 "logsquared" 86 19 0.16386195900031453 0.16266354199979105 0.017510708999907365
600 1.0 "logsquared" 86 20 0.16814625000006345 0.17329237500007366 0.02259754199985764
600 1.0 "logsquared" 86 21 0.17076345799978299 0.14660975000015242 0.020581083000251965
600 1.0 "logsquared" 86 22 0.16287462500031324 0.16212004099998012 0.02456900000015594
600 1.0 "logsquared" 86 23 0.16392687500001557 0.1583468339999854 0.020524167000075977
600 1.0 "logsquared" 86 24 0.16331241700027022 0.1574800830003369 0.019305125000300905
600 1.0 "logsquared" 86 25 0.16112079200001972 0.15933712500009278 0.017306707999978244
600 1.0 "logsquared" 86 26 0.16099274999987756 0.15878429099984714 0.01806704200043896
600 1.0 "logsquared" 86 27 0.16307612499986135 0.1631390829998054 0.023503874999732943
600 1.0 "logsquared" 86 28 0.16328516699968532 0.15279237499999 0.01658420900002966
600 1.0 "logsquared" 86 29 0.17440987500003757 0.18466300000000047 0.02408941700014111
600 1.0 "logsquared" 86 30 0.16773779100003594 0.15838504200019088 0.01861704099974304
600 1.0 "half" 300 1 0.15886379199992007 0.16533341700005622 0.016913542000111192
600 1.0 "half" 300 2 0.15803066700027557 0.1673075419998895 0.018144291999760753
600 1.0 "half" 300 3 0.16105500000003303 0.1663392919999751 0.017586417000075016
600 1.0 "half" 300 4 0.17106920900005207 0.1733642500003043 0.02113970900018103
600 1.0 "half" 300 5 0.16372350000028746 0.17009412500010512 0.019929665999825374
600 1.0 "half" 300 6 0.16373191699995004 0.17468191699981617 0.023344540999914898
600 1.0 "half" 300 7 0.16510587499988105 0.16650399999980436 0.017788333000225975
600 1.0 "half" 300 8 0.16128529199977493 0.176790125000025 0.026336542000080954
600 1.0 "half" 300 9 0.17173483300030057 0.16635100000030434 0.018391167000118003
600 1.0 "half" 300 10 0.1635854589999326 0.1705750830001307 0.018200667000201065
600 1.0 "half" 300 11 0.15999033300022347 0.17096399999991263 0.019063082999764447
600 1.0 "half" 300 12 0.1623490000001766 0.16858741699979873 0.01965512500009936
600 1.0 "half" 300 13 0.16146837500036781 0.16948933399999078 0.017705791000025783
600 1.0 "half" 300 14 0.16063504199973977 0.17142233300000953 0.021694165999633697
600 1.0 "half" 300 15 0.1621645840000383 0.16702037499999278 0.019012041999758367
600 1.0 "half" 300 16 0.16020491700010098 0.1661115419997259 0.01759124999989581
600 1.0 "half" 300 17 0.1619060000002719 0.165877417000047 0.018024334000074305
600 1.0 "half" 300 18 0.16274479200001224 0.16889558299999408 0.01803695799981142
600 1.0 "half" 300 19 0.15877987499970914 0.1704912090003745 0.017847916999926383
600 1.0 "half" 300 20 0.16066137500001787 0.16864200000009077 0.02422908299968185
600 1.0 "half" 300 21 0.16263670800026375 0.16765687499992055 0.017451916000027268
600 1.0 "half" 300 22 0.1606656659996588 0.16959370799986573 0.019547625000086555
600 1.0 "half" 300 23 0.16091716699975223 0.17200091699987752 0.019055833000038547
600 1.0 "half" 300 24 0.15956587499977104 0.16728670899965437 0.020261499999833177
600 1.0 "half" 300 25 0.18979262500033656 0.18150641600004747 0.021188083000197366
600 1.0 "half" 300 26 0.16559333299983336 0.17195824999998877 0.024837417000071582
600 1.0 "half" 300 27 0.16524762499966528 0.18072270899983778 0.028061416000127792
600 1.0 "half" 300 28 0.1731609590001426 0.1730976250000822 0.02073287499979415
600 1.0 "half" 300 29 0.1638640419996591 0.16715945799978726 0.017860625000139407
600 1.0 "half" 300 30 0.16190279200009172 0.17023341699996308 0.01876545899995108
700 1.0 "log" 7 1 0.23224933400024383 0.10112979099994845 0.027067542000168032
700 1.0 "log" 7 2 0.23050062500033164 0.05483333299980586 0.029147165999802382
700 1.0 "log" 7 3 0.23221725000030347 0.040729041999838955 0.025490999999874475
700 1.0 "log" 7 4 0.22642345799977193 0.10776895800017883 0.02886370900023394
700 1.0 "log" 7 5 0.23164466699972763 0.04501958299988473 0.025417917000140733
700 1.0 "log" 7 6 0.24498779099985768 0.07330183299973214 0.03541666699993584
700 1.0 "log" 7 7 0.2358519580002394 0.052131458000076236 0.02863045799995234
700 1.0 "log" 7 8 0.238997333000043 0.11120212500009075 0.03700795900022058
700 1.0 "log" 7 9 0.23466700000017227 0.1314502079999329 0.0301280419998875
700 1.0 "log" 7 10 0.23581254199962132 0.025662874999852647 0.030222667000089132
700 1.0 "log" 7 11 0.22859129100015707 0.03447999999980311 0.024337374999959138
700 1.0 "log" 7 12 0.23195741600011388 0.025327375000415486 0.02763733300025706
700 1.0 "log" 7 13 0.2322682909998548 0.023056042000007437 0.03195020900011514
700 1.0 "log" 7 14 0.22692833299970516 0.05301258300005429 0.025979666000239376
700 1.0 "log" 7 15 0.2450936659997751 0.039093165999929624 0.03645158299968898
700 1.0 "log" 7 16 0.23621854199973313 0.046199458000046434 0.03037179200009632
700 1.0 "log" 7 17 0.23082270799977778 0.05013962499970148 0.03578487499999028
700 1.0 "log" 7 18 0.2341179589998319 0.03132554200010418 0.03198091700005534
700 1.0 "log" 7 19 0.23856116599972665 0.01680208300012964 0.025035459000264382
700 1.0 "log" 7 20 0.2289994590000788 0.12876104199995098 0.025973416999931942
700 1.0 "log" 7 21 0.22822195800017653 0.037906624999777705 0.037695125000027474
700 1.0 "log" 7 22 0.2347577089999504 0.13621733299987682 0.03698195900005885
700 1.0 "log" 7 23 0.2320178750001105 0.10752179200017054 0.02591816700032723
700 1.0 "log" 7 24 0.23631179199992403 0.03845066699977906 0.035363666999728594
700 1.0 "log" 7 25 0.23400470900014625 0.06804254100006801 0.032167124999887164
700 1.0 "log" 7 26 0.23018716600017797 0.024112167000112095 0.022879458999796043
700 1.0 "log" 7 27 0.23098574999994526 0.15849262500023542 0.030571250000321015
700 1.0 "log" 7 28 0.24288399999977628 0.028092291000120895 0.03455458400003408
700 1.0 "log" 7 29 0.23016462500027046 0.030383834000076604 0.02365870800031189
700 1.0 "log" 7 30 0.23611758300012298 0.030185416999756853 0.029751500000202213
700 1.0 "sqrt" 27 1 0.22918875000004846 0.19486079199987216 0.026528667000093265
700 1.0 "sqrt" 27 2 0.2279063330001918 0.10205062499971973 0.02901900000006208
700 1.0 "sqrt" 27 3 0.23264512500009005 0.1771925419998297 0.026926166000066587
700 1.0 "sqrt" 27 4 0.25366420800037304 0.14303304099985326 0.03454737499987459
700 1.0 "sqrt" 27 5 0.2347789170003125 0.15116224999974293 0.03820708300008846
700 1.0 "sqrt" 27 6 0.23821862500017232 0.1844614999999976 0.02919183299991346
700 1.0 "sqrt" 27 7 0.23608429099977002 0.16248524999991787 0.02953645800016602
700 1.0 "sqrt" 27 8 0.2283575420001398 0.1934034169998995 0.03557195799976398
700 1.0 "sqrt" 27 9 0.23865108299969506 0.17334866600003807 0.03117916699966372
700 1.0 "sqrt" 27 10 0.23786558300025717 0.12508154199986166 0.02900245899991205
700 1.0 "sqrt" 27 11 0.23428512500004217 0.19380429100010588 0.0383618750001915
700 1.0 "sqrt" 27 12 0.23523812500025088 0.11369074999993245 0.029122750000169617
700 1.0 "sqrt" 27 13 0.2292544160000034 0.13997845799985953 0.03006512499996461
700 1.0 "sqrt" 27 14 0.23664608299986867 0.17485962499995367 0.026641832999757753
700 1.0 "sqrt" 27 15 0.22782041699974798 0.12836120800011486 0.029917957999714417
700 1.0 "sqrt" 27 16 0.2331718750001528 0.20187716600003114 0.026337416999922425
700 1.0 "sqrt" 27 17 0.22865791599997465 0.18766708400016796 0.038456415999917226
700 1.0 "sqrt" 27 18 0.2337312499998916 0.19823966699959783 0.029864833999909024
700 1.0 "sqrt" 27 19 0.2331830420002916 0.14891249999982392 0.028214500000103726
700 1.0 "sqrt" 27 20 0.2310903339998731 0.16848529200024132 0.03846941700021489
700 1.0 "sqrt" 27 21 0.23862337499986097 0.14048229199988782 0.02877058300009594
700 1.0 "sqrt" 27 22 0.22989787500000602 0.1936455410000235 0.03279775000009977
700 1.0 "sqrt" 27 23 0.23517524999988382 0.1688652079997155 0.027069124999798078
700 1.0 "sqrt" 27 24 0.2469304579999516 0.12538962500002526 0.031195042000035755
700 1.0 "sqrt" 27 25 0.23391941599993515 0.17201041699991038 0.037634333000369224
700 1.0 "sqrt" 27 26 0.23356383400005143 0.1384359589997075 0.029497749999791267
700 1.0 "sqrt" 27 27 0.23225908399990658 0.20845504099997925 0.028171750000183238
700 1.0 "sqrt" 27 28 0.23746545800031527 0.10291691700012962 0.03234958300026847
700 1.0 "sqrt" 27 29 0.23963258399999177 0.12540420899995297 0.03489737499967305
700 1.0 "sqrt" 27 30 0.23217020800029786 0.06597833299974809 0.03721725000013976
700 1.0 "logsquared" 90 1 0.23242849999996906 0.22699991699983002 0.035020833000089624
700 1.0 "logsquared" 90 2 0.2333209580001494 0.22783154099988678 0.026989499999672262
700 1.0 "logsquared" 90 3 0.2537441250001393 0.22439250000024913 0.03791941700001189
700 1.0 "logsquared" 90 4 0.23522025000011126 0.22702774999970643 0.03718120900020949
700 1.0 "logsquared" 90 5 0.23517029100003128 0.22743354200019894 0.03899325000020326
700 1.0 "logsquared" 90 6 0.23025879199985866 0.23144266700001026 0.03022341599989886
700 1.0 "logsquared" 90 7 0.23009570800013535 0.21312458300008075 0.02869074999989607
700 1.0 "logsquared" 90 8 0.23270812500004467 0.22780520800006343 0.027774542000315705
700 1.0 "logsquared" 90 9 0.22910462500021822 0.22503258300002926 0.02948099999957776
700 1.0 "logsquared" 90 10 0.23195133299986992 0.23297899999988658 0.044245042000056856
700 1.0 "logsquared" 90 11 0.24218470799996794 0.2317726659998698 0.030434541999966314
700 1.0 "logsquared" 90 12 0.235347042000285 0.24073774999988018 0.037463499999830674
700 1.0 "logsquared" 90 13 0.23262545799980217 0.235277958000097 0.03568829100004223
700 1.0 "logsquared" 90 14 0.2314701669997703 0.22595170800013875 0.027961959000094794
700 1.0 "logsquared" 90 15 0.2306187500003034 0.22167933399987305 0.029006666999976005
700 1.0 "logsquared" 90 16 0.23190225000007558 0.24503120800000033 0.03759195800012094
700 1.0 "logsquared" 90 17 0.23720941600004153 0.21012700000028417 0.03729762500006473
700 1.0 "logsquared" 90 18 0.24120612500018979 0.23851816599972153 0.032480500000019674
700 1.0 "logsquared" 90 19 0.23888850000003004 0.22723612500021773 0.031106167000416463
700 1.0 "logsquared" 90 20 0.2396123329999682 0.21940658300036375 0.026890541999819106
700 1.0 "logsquared" 90 21 0.2335509159997855 0.20939170800011198 0.03904575000024124
700 1.0 "logsquared" 90 22 0.2321034999999938 0.22505954199959888 0.03897445799975685
700 1.0 "logsquared" 90 23 0.24529841699995814 0.22900479200006885 0.02670429099998728
700 1.0 "logsquared" 90 24 0.2276730410003438 0.22778558300024088 0.038595459000134724
700 1.0 "logsquared" 90 25 0.2440404999997554 0.22565141599989147 0.026722667000285583
700 1.0 "logsquared" 90 26 0.24079470800006675 0.22792112499973882 0.02722133399993254
700 1.0 "logsquared" 90 27 0.24329270800035374 0.2426943340001344 0.04213970799992239
700 1.0 "logsquared" 90 28 0.23213145899990195 0.2148367079998934 0.026620709000326315
700 1.0 "logsquared" 90 29 0.239321167000071 0.2157868750000489 0.031153707999692415
700 1.0 "logsquared" 90 30 0.229879333000099 0.22474766599998475 0.029888792000292597
700 1.0 "half" 350 1 0.24085308399980931 0.25214358299990636 0.03218683400018563
700 1.0 "half" 350 2 0.22980374999997366 0.24405804199977865 0.02925287500011109
700 1.0 "half" 350 3 0.22844833299996026 0.23942379200025243 0.027937500000007276
700 1.0 "half" 350 4 0.2303143750000345 0.23677570800009562 0.027785917000073823
700 1.0 "half" 350 5 0.23871408400009386 0.23934195799984082 0.02832799999987401
700 1.0 "half" 350 6 0.23637541700009024 0.23989250000022366 0.02901004199975432
700 1.0 "half" 350 7 0.22737658300002295 0.2386637919998975 0.026906999999937398
700 1.0 "half" 350 8 0.2278883339999993 0.24001033400008964 0.02783616599981542
700 1.0 "half" 350 9 0.23366962500040245 0.2387611660001312 0.027881332999641018
700 1.0 "half" 350 10 0.22797154099998806 0.24668666700017639 0.03800729100021272
700 1.0 "half" 350 11 0.231871874999797 0.24243833399987125 0.040049624999937805
700 1.0 "half" 350 12 0.23190412499980084 0.24495787500018196 0.0313716249997924
700 1.0 "half" 350 13 0.23276216599970212 0.24062025000012 0.03878962499993577
700 1.0 "half" 350 14 0.23456620800016026 0.2391459999998915 0.027800458000001527
700 1.0 "half" 350 15 0.23064954199981003 0.23935433299993747 0.028539625000121305
700 1.0 "half" 350 16 0.2276162920002207 0.2503921669999727 0.038627958000233775
700 1.0 "half" 350 17 0.23181970800033014 0.23685529200020028 0.02743129200007388
700 1.0 "half" 350 18 0.22663358299996617 0.23601333300030092 0.027487292000387242
700 1.0 "half" 350 19 0.22697058299991113 0.23717112500025905 0.027585291999912442
700 1.0 "half" 350 20 0.22727341700010584 0.236641709000196 0.02722704200004955
700 1.0 "half" 350 21 0.22677383300015208 0.2366735420000623 0.0272292079998806
700 1.0 "half" 350 22 0.22702208400005475 0.2378213750002942 0.028371499999593652
700 1.0 "half" 350 23 0.22755079099988507 0.23667804199976672 0.02733404199989309
700 1.0 "half" 350 24 0.22654508300001908 0.23990508399992905 0.028323208000074374
700 1.0 "half" 350 25 0.23546620799970697 0.23944133399982093 0.02862533400002576
700 1.0 "half" 350 26 0.228220875000261 0.23721645800014812 0.027307915999699617
700 1.0 "half" 350 27 0.22666058300001168 0.24572362500020972 0.038312916999984736
700 1.0 "half" 350 28 0.22998250000000553 0.24246304199959923 0.03362749999996595
700 1.0 "half" 350 29 0.23179391600024246 0.23592562500016356 0.027648084000247763
700 1.0 "half" 350 30 0.22703312500016182 0.23682283399966764 0.027743124999688007
800 1.0 "log" 7 1 0.30739020800001526 0.03038383300008718 0.0360857919999944
800 1.0 "log" 7 2 0.3058647090001614 0.027342249999946944 0.03735712500019872
800 1.0 "log" 7 3 0.30633108300025924 0.1306406670000797 0.03687941599991973
800 1.0 "log" 7 4 0.30655625000008513 0.02256045899957826 0.03378112499967756
800 1.0 "log" 7 5 0.30552670799988846 0.024652416999742854 0.03514599999971324
800 1.0 "log" 7 6 0.3068178749999788 0.040544832999785285 0.03559670799995729
800 1.0 "log" 7 7 0.31151883400025326 0.0470608750001702 0.03666870899996866
800 1.0 "log" 7 8 0.31804808300012155 0.044598708000194165 0.053871208999680675
800 1.0 "log" 7 9 0.32594670900016354 0.061260167000000365 0.05128120900008071
800 1.0 "log" 7 10 0.3164507500000582 0.024884792000193556 0.043605583000044135
800 1.0 "log" 7 11 0.31853641599991533 0.02968879099989863 0.060850749999644904
800 1.0 "log" 7 12 0.3103127079998558 0.035677832999681414 0.03964620800024932
800 1.0 "log" 7 13 0.3086060410000755 0.206120583000029 0.03562549999969633
800 1.0 "log" 7 14 0.3207541250003487 0.06095587500021793 0.03854058300021279
800 1.0 "log" 7 15 0.3230987920001098 0.1795582499999 0.03760804100011228
800 1.0 "log" 7 16 0.30818379199990886 0.07887304199994105 0.03925612499961062
800 1.0 "log" 7 17 0.309198916999776 0.12292200000001685 0.04418779200022982
800 1.0 "log" 7 18 0.3116405000000668 0.1666380830001799 0.03930124999988038
800 1.0 "log" 7 19 0.3092930420002631 0.03400129199962976 0.03959679199988386
800 1.0 "log" 7 20 0.30961683299983633 0.03290937500014479 0.03637012500030323
800 1.0 "log" 7 21 0.31210945799966794 0.06383462499979942 0.03955150000001595
800 1.0 "log" 7 22 0.30911937500013664 0.04439120799997909 0.03516004099992642
800 1.0 "log" 7 23 0.30853462499999296 0.1496346670001003 0.038108249999822874
800 1.0 "log" 7 24 0.32725695799990717 0.09773200000017823 0.04206762500007244
800 1.0 "log" 7 25 0.3105054590000691 0.04580775000022186 0.03524354199998925
800 1.0 "log" 7 26 0.353944749999755 0.05136750000019674 0.062291166999784764
800 1.0 "log" 7 27 0.31196720799971445 0.13236741699984123 0.05532729100013967
800 1.0 "log" 7 28 0.3099668750001001 0.04603108400033307 0.038016125000012835
800 1.0 "log" 7 29 0.3109535829999004 0.11595095800021227 0.039246041999831505
800 1.0 "log" 7 30 0.307908082999802 0.22013541700016503 0.05349833399986892
800 1.0 "sqrt" 29 1 0.310182375000295 0.2461150419999285 0.03974016600022878
800 1.0 "sqrt" 29 2 0.31401966599969455 0.21070537500008868 0.03997283399985463
800 1.0 "sqrt" 29 3 0.3469219579997116 0.2181668329999411 0.04771383400020568
800 1.0 "sqrt" 29 4 0.3246346249998169 0.1982920830000694 0.03987529200003337
800 1.0 "sqrt" 29 5 0.33286337500021546 0.23744716700002755 0.04171441700009382
800 1.0 "sqrt" 29 6 0.32637737499999275 0.20845675000009578 0.03923304099998859
800 1.0 "sqrt" 29 7 0.3358072500000162 0.2171440000001894 0.040026208000199404
800 1.0 "sqrt" 29 8 0.3174104170002465 0.18932700000004843 0.045080124999913096
800 1.0 "sqrt" 29 9 0.310454375000063 0.17305620800016186 0.03909137499977078
800 1.0 "sqrt" 29 10 0.32877025000016147 0.2651387920000161 0.06339141600028597
800 1.0 "sqrt" 29 11 0.34108500000002095 0.1852426249997734 0.03975695799999812
800 1.0 "sqrt" 29 12 0.3111565829999563 0.2229168750000099 0.047711416999845824
800 1.0 "sqrt" 29 13 0.31303079200006323 0.268406541999866 0.03977720800003226
800 1.0 "sqrt" 29 14 0.30868420900014826 0.2125802499999736 0.03897945800008529
800 1.0 "sqrt" 29 15 0.30889991699996244 0.21834229199976107 0.052756957999918086
800 1.0 "sqrt" 29 16 0.30945733399994424 0.17972112500001458 0.0545564590001959
800 1.0 "sqrt" 29 17 0.31228245800002696 0.23918583399972704 0.038991792000160785
800 1.0 "sqrt" 29 18 0.31041429200013226 0.2938488330000837 0.056073250000281405
800 1.0 "sqrt" 29 19 0.31086404200004836 0.1127758749998975 0.03857824999977311
800 1.0 "sqrt" 29 20 0.30656725000017104 0.24374975000000632 0.03827220799985298
800 1.0 "sqrt" 29 21 0.3212763750002523 0.19088337499988484 0.045032999999875756
800 1.0 "sqrt" 29 22 0.3210578749999513 0.18076074999999037 0.04035475000000588
800 1.0 "sqrt" 29 23 0.3082715829996232 0.2509481249999226 0.038405708000027516
800 1.0 "sqrt" 29 24 0.30955533400037893 0.2258622910003396 0.038761875000091095
800 1.0 "sqrt" 29 25 0.31532720799987146 0.1350103750000926 0.042451834000075905
800 1.0 "sqrt" 29 26 0.3196334590002152 0.23123741700010214 0.040152832999865495
800 1.0 "sqrt" 29 27 0.31699683299984827 0.19590070799995374 0.04271266699970511
800 1.0 "sqrt" 29 28 0.32524858399983714 0.22234429200034356 0.04089345800002775
800 1.0 "sqrt" 29 29 0.3211339589997806 0.22680554099997607 0.04068912499997168
800 1.0 "sqrt" 29 30 0.3253405840000596 0.285856958000295 0.03974016699976346
800 1.0 "logsquared" 94 1 0.31005833400013216 0.30791758299983485 0.03990737499998431
800 1.0 "logsquared" 94 2 0.3171786670000074 0.3140249580001182 0.05458329099974435
800 1.0 "logsquared" 94 3 0.31061449999970137 0.2975509170000805 0.03929250000010143
800 1.0 "logsquared" 94 4 0.30831883299970286 0.29425783299984687 0.039949209000042174
800 1.0 "logsquared" 94 5 0.3118654999998398 0.28794116600010966 0.04002729100011493
800 1.0 "logsquared" 94 6 0.3522183749996657 0.30759954199993444 0.044201541999882465
800 1.0 "logsquared" 94 7 0.318797375000031 0.3045068749997881 0.04780858399999488
800 1.0 "logsquared" 94 8 0.31056512500026656 0.30587787500007835 0.0438476249996711
800 1.0 "logsquared" 94 9 0.3244764579999355 0.2989066670002103 0.046171082999990176
800 1.0 "logsquared" 94 10 0.310828207999748 0.30087991699974737 0.0389568339996913
800 1.0 "logsquared" 94 11 0.32339749999982814 0.3114691250002579 0.04424262500015175
800 1.0 "logsquared" 94 12 0.31065562499998123 0.3051059589997749 0.0404091669997797
800 1.0 "logsquared" 94 13 0.31039575000022523 0.3083639579999726 0.044320917000277404
800 1.0 "logsquared" 94 14 0.30936995799993383 0.2807437920000666 0.038747957999930804
800 1.0 "logsquared" 94 15 0.30794479199994385 0.2939812500003427 0.03995916699977897
800 1.0 "logsquared" 94 16 0.30854050000016287 0.3125490419997732 0.04023391600003379
800 1.0 "logsquared" 94 17 0.30830179200029306 0.30032504200016774 0.03987891699989632
800 1.0 "logsquared" 94 18 0.32552199999963705 0.30970066700001553 0.06695162500000151
800 1.0 "logsquared" 94 19 0.3109604579999541 0.2823164579999684 0.04138545799969506
800 1.0 "logsquared" 94 20 0.32078275000003487 0.3111876250000023 0.04774649999990288
800 1.0 "logsquared" 94 21 0.31527849999974933 0.3118362079999315 0.0464164999998502
800 1.0 "logsquared" 94 22 0.3104922910001733 0.30678237500023897 0.04500370899995687
800 1.0 "logsquared" 94 23 0.3150235830003112 0.3136123330000373 0.04902920799986532
800 1.0 "logsquared" 94 24 0.310171542000262 0.31253683400018417 0.047139207999862265
800 1.0 "logsquared" 94 25 0.3145345000002635 0.28783675000022413 0.03967183400027352
800 1.0 "logsquared" 94 26 0.3168799170002785 0.30719166700009737 0.03908487499984403
800 1.0 "logsquared" 94 27 0.31227883299970927 0.32705345800013674 0.04631866699992315
800 1.0 "logsquared" 94 28 0.31902233299979343 0.3203287499995895 0.04676945800019894
800 1.0 "logsquared" 94 29 0.3306504170000153 0.335760874999778 0.053219458000057784
800 1.0 "logsquared" 94 30 0.316290792000018 0.3160977920001642 0.04779262500005643
800 1.0 "half" 400 1 0.3205722079997031 0.3279887079997934 0.04162999999971362
800 1.0 "half" 400 2 0.31832970899995416 0.332050167000034 0.04474691699988398
800 1.0 "half" 400 3 0.316740208000283 0.3286102500001107 0.048196083000220824
800 1.0 "half" 400 4 0.3186727500001325 0.32823833400016156 0.046738792000269314
800 1.0 "half" 400 5 0.3194268749998628 0.32899124999994456 0.042187667000234796
800 1.0 "half" 400 6 0.31213137499980803 0.33073525000008885 0.04372158300020601
800 1.0 "half" 400 7 0.3144947079999838 0.3446585000001505 0.04358300000012605
800 1.0 "half" 400 8 0.32925616600005014 0.3439288330000636 0.050508166999861714
800 1.0 "half" 400 9 0.32201916700023503 0.33520512500035693 0.0475048749999587
800 1.0 "half" 400 10 0.34315204199992877 0.33428708300016297 0.052993249999872205
800 1.0 "half" 400 11 0.3177605829996537 0.3280585419997806 0.04857175000006464
800 1.0 "half" 400 12 0.31774620900023365 0.34129974999996193 0.044394415999704506
800 1.0 "half" 400 13 0.3285955000001195 0.34889908300010575 0.04303100000015547
800 1.0 "half" 400 14 0.3260864170001696 0.34300591600003827 0.04730462499992427
800 1.0 "half" 400 15 0.32282100000020364 0.34657016700020904 0.04268191700020907
800 1.0 "half" 400 16 0.32248200000003635 0.33177308299991637 0.05056445899981554
800 1.0 "half" 400 17 0.324462166000103 0.338149207999777 0.04208604199993715
800 1.0 "half" 400 18 0.31476324999994176 0.331010249999963 0.04574083299985432
800 1.0 "half" 400 19 0.315176916999917 0.32796141700009684 0.04868141699989792
800 1.0 "half" 400 20 0.3148264169999493 0.32891474999996717 0.04985020899994197
800 1.0 "half" 400 21 0.3499647499997991 0.33220099999971353 0.04952900000034788
800 1.0 "half" 400 22 0.31219624999994267 0.3491152919996239 0.044810708000113664
800 1.0 "half" 400 23 0.3284089580001819 0.34958870899981775 0.05973412499997721
800 1.0 "half" 400 24 0.3158597500000724 0.33088649999990594 0.04291224999997212
800 1.0 "half" 400 25 0.31151479199979804 0.34503858300013235 0.04554733299983127
800 1.0 "half" 400 26 0.32703216700019766 0.34000925000009374 0.05808200000001307
800 1.0 "half" 400 27 0.31430883300026835 0.3281029579998176 0.045745500000066386
800 1.0 "half" 400 28 0.3344073749999552 0.35802783400004046 0.05683333400020274
800 1.0 "half" 400 29 0.3284494579997954 0.3474624170003153 0.04728441599991129
800 1.0 "half" 400 30 0.31164429199998267 0.3356159579998348 0.046753999999964435
900 1.0 "log" 7 1 0.4239087920000202 0.06725383299999521 0.054582125000251835
900 1.0 "log" 7 2 0.42754100000001927 0.12428345800026364 0.08473899999989953
900 1.0 "log" 7 3 0.47547729199959576 0.120375082999999 0.07441020900023432
900 1.0 "log" 7 4 0.44762583300007464 0.06129804200008948 0.06850979099999677
900 1.0 "log" 7 5 0.42483658299988747 0.05777029199998651 0.08006320799995592
900 1.0 "log" 7 6 0.4222560829998656 0.23019408399977692 0.07391062500028056
900 1.0 "log" 7 7 0.4168705830002182 0.2986094170000797 0.06295924999994895
900 1.0 "log" 7 8 0.4297066249996533 0.0771357500002523 0.062425292000170884
900 1.0 "log" 7 9 0.4022508329999255 0.23165929100014182 0.05102670799988118
900 1.0 "log" 7 10 0.40308608399982404 0.03257720800002062 0.05743608300008418
900 1.0 "log" 7 11 0.4120102499996392 0.061708958000053826 0.08313879199977237
900 1.0 "log" 7 12 0.406190499999866 0.16092987499996525 0.05072675000019444
900 1.0 "log" 7 13 0.40731362500036994 0.18650366600013513 0.052502084000025206
