n sigmafrac sigma repl runtime
300 0.4 17940 3 0.0253502919949824
300 0.4 17940 4 0.025031207987922244
300 0.4 17940 5 0.024768749994109385
300 0.4 17940 6 0.025022208006703295
300 0.4 17940 7 0.024765624999417923
300 0.4 17940 8 0.025541916998918168
300 0.4 17940 9 0.025764499994693324
300 0.4 17940 10 0.025340916006825864
300 0.4 17940 11 0.02501604201097507
300 0.4 17940 12 0.02486562500416767
300 0.4 17940 13 0.025581124995369464
300 0.4 17940 14 0.025619417006964795
300 0.4 17940 15 0.025596209001378156
300 0.4 17940 16 0.025545374999637716
300 0.4 17940 17 0.025530250000883825
300 0.4 17940 18 0.025345875008497387
300 0.4 17940 19 0.025697834003949538
300 0.4 17940 20 0.024926458005211316
300 0.4 17940 21 0.02507579099619761
300 0.4 17940 22 0.024836333992425352
300 0.4 17940 23 0.024629957988508977
300 0.4 17940 24 0.02493737499753479
300 0.4 17940 25 0.024726792005822062
300 0.4 17940 26 0.0247419999941485
300 0.4 17940 27 0.024800500003038906
300 0.4 17940 28 0.024645708996104077
300 0.4 17940 29 0.024768333008978516
300 0.4 17940 30 0.02479566699184943
300 0.5 22425 1 0.02991495799506083
300 0.5 22425 2 0.029907500007539056
300 0.5 22425 3 0.030433332998654805
300 0.5 22425 4 0.030792749996180646
300 0.5 22425 5 0.031029833990032785
300 0.5 22425 6 0.031012874998850748
300 0.5 22425 7 0.030748665987630375
300 0.5 22425 8 0.030273666998255067
300 0.5 22425 9 0.03079104100470431
300 0.5 22425 10 0.030561042003682815
300 0.5 22425 11 0.03103012499923352
300 0.5 22425 12 0.030247708011302166
300 0.5 22425 13 0.030987000005552545
300 0.5 22425 14 0.030576916004065424
300 0.5 22425 15 0.029757750002318062
300 0.5 22425 16 0.030786374991293997
300 0.5 22425 17 0.03111479099607095
300 0.5 22425 18 0.03093237499706447
300 0.5 22425 19 0.031396291000419296
300 0.5 22425 20 0.031075167004019022
300 0.5 22425 21 0.031116624988499098
300 0.5 22425 22 0.029976750010973774
300 0.5 22425 23 0.030995166991488077
300 0.5 22425 24 0.03023554199899081
300 0.5 22425 25 0.029952665994642302
300 0.5 22425 26 0.029779041011352092
300 0.5 22425 27 0.029497959010768682
300 0.5 22425 28 0.030341792007675394
300 0.5 22425 29 0.030720208000275306
300 0.5 22425 30 0.030803041998296976
300 0.6 26910 1 0.03545812499942258
300 0.6 26910 2 0.038522333998116665
300 0.6 26910 3 0.03652525000507012
300 0.6 26910 4 0.03474262499366887
300 0.6 26910 5 0.03542045899666846
300 0.6 26910 6 0.035935457999585196
300 0.6 26910 7 0.03606308301095851
300 0.6 26910 8 0.03639583299809601
300 0.6 26910 9 0.03569129201059695
300 0.6 26910 10 0.036437208007555455
300 0.6 26910 11 0.036386124993441626
300 0.6 26910 12 0.03655579200130887
300 0.6 26910 13 0.03615324999555014
300 0.6 26910 14 0.03609195799799636
300 0.6 26910 15 0.03666512500785757
300 0.6 26910 16 0.040128458000253886
300 0.6 26910 17 0.038113457994768396
300 0.6 26910 18 0.03635641599248629
300 0.6 26910 19 0.03522112499922514
300 0.6 26910 20 0.034786332995281555
300 0.6 26910 21 0.03487633299664594
300 0.6 26910 22 0.035764125001151115
300 0.6 26910 23 0.03510100000130478
300 0.6 26910 24 0.035176292003598064
300 0.6 26910 25 0.0359876250004163
300 0.6 26910 26 0.03765925001061987
300 0.6 26910 27 0.03574966599990148
300 0.6 26910 28 0.035577000002376735
300 0.6 26910 29 0.035050791993853636
300 0.6 26910 30 0.03474625000671949
300 0.7 31395 1 0.0410331250022864
300 0.7 31395 2 0.048259707997203805
300 0.7 31395 3 0.05288587500399444
300 0.7 31395 4 0.042844875002629124
300 0.7 31395 5 0.042228958001942374
300 0.7 31395 6 0.04325049999170005
300 0.7 31395 7 0.04788645800726954
300 0.7 31395 8 0.04285020800307393
300 0.7 31395 9 0.04175108300114516
300 0.7 31395 10 0.04666179099876899
300 0.7 31395 11 0.041738125000847504
300 0.7 31395 12 0.03988875000504777
300 0.7 31395 13 0.039682832997641526
300 0.7 31395 14 0.040471500004059635
300 0.7 31395 15 0.04065108399663586
300 0.7 31395 16 0.04025558300781995
300 0.7 31395 17 0.039842832993599586
300 0.7 31395 18 0.04122187499888241
300 0.7 31395 19 0.04086737499164883
300 0.7 31395 20 0.042562249989714473
300 0.7 31395 21 0.04275616699305829
300 0.7 31395 22 0.042691875001764856
300 0.7 31395 23 0.041344041004776955
300 0.7 31395 24 0.03993508400162682
300 0.7 31395 25 0.041056375004700385
300 0.7 31395 26 0.04185704200062901
300 0.7 31395 27 0.04025891599303577
300 0.7 31395 28 0.03986691700993106
300 0.7 31395 29 0.0419852499908302
300 0.7 31395 30 0.040962707993458025
300 0.8 35880 1 0.045128458994440734
300 0.8 35880 2 0.04886145800992381
300 0.8 35880 3 0.048410875009722076
300 0.8 35880 4 0.04549991599924397
300 0.8 35880 5 0.04568012499657925
300 0.8 35880 6 0.045014582996373065
300 0.8 35880 7 0.04527179199794773
300 0.8 35880 8 0.04536420899967197
300 0.8 35880 9 0.04491170799883548
300 0.8 35880 10 0.044794833986088634
300 0.8 35880 11 0.045814208991941996
300 0.8 35880 12 0.04554833300062455
300 0.8 35880 13 0.04628183400200214
300 0.8 35880 14 0.04751612500695046
300 0.8 35880 15 0.046298000001115724
300 0.8 35880 16 0.04960666700208094
300 0.8 35880 17 0.04891029199643526
300 0.8 35880 18 0.04664966599375475
300 0.8 35880 19 0.0461460420046933
300 0.8 35880 20 0.04492766699695494
300 0.8 35880 21 0.04545141699782107
300 0.8 35880 22 0.04616499999247026
300 0.8 35880 23 0.04478704200300854
300 0.8 35880 24 0.044727333006449044
300 0.8 35880 25 0.04443525000533555
300 0.8 35880 26 0.04571337498782668
300 0.8 35880 27 0.045975208005984314
300 0.8 35880 28 0.04599466599756852
300 0.8 35880 29 0.04694204199768137
300 0.8 35880 30 0.04931824999221135
300 0.9 40365 1 0.05017375000170432
300 0.9 40365 2 0.050132667005527765
300 0.9 40365 3 0.05090112499601673
300 0.9 40365 4 0.051015791003010236
300 0.9 40365 5 0.05199216700566467
300 0.9 40365 6 0.05001516600896139
300 0.9 40365 7 0.05129762498836499
300 0.9 40365 8 0.0496564580098493
300 0.9 40365 9 0.049491707992274314
300 0.9 40365 10 0.052000499999849126
300 0.9 40365 11 0.04984604199125897
300 0.9 40365 12 0.04963858300470747
300 0.9 40365 13 0.049205124989384785
300 0.9 40365 14 0.049079166987212375
300 0.9 40365 15 0.050210332992719486
300 0.9 40365 16 0.05087012499279808
300 0.9 40365 17 0.05161720899923239
300 0.9 40365 18 0.05148179200477898
300 0.9 40365 19 0.05049545899964869
300 0.9 40365 20 0.049734290994820185
300 0.9 40365 21 0.05247079201217275
300 0.9 40365 22 0.05021758399379905
300 0.9 40365 23 0.04990058300609235
300 0.9 40365 24 0.049721999996108934
300 0.9 40365 25 0.04955958299979102
300 0.9 40365 26 0.051462417002767324
300 0.9 40365 27 0.050072500001988374
300 0.9 40365 28 0.05119916699186433
300 0.9 40365 29 0.053501875008805655
300 0.9 40365 30 0.051239166990853846
300 1.0 44850 1 0.0549089159903815
300 1.0 44850 2 0.056049791994155385
300 1.0 44850 3 0.060086707992013544
300 1.0 44850 4 0.054690542005118914
300 1.0 44850 5 0.05442316700646188
300 1.0 44850 6 0.053770875005284324
300 1.0 44850 7 0.053928833003737964
300 1.0 44850 8 0.055350708003970794
300 1.0 44850 9 0.05613445800554473
300 1.0 44850 10 0.055892749995109625
300 1.0 44850 11 0.0558725000009872
300 1.0 44850 12 0.05484045800403692
300 1.0 44850 13 0.05613120899943169
300 1.0 44850 14 0.056506958993850276
300 1.0 44850 15 0.05484887500642799
300 1.0 44850 16 0.055869959003757685
300 1.0 44850 17 0.05588762499974109
300 1.0 44850 18 0.05627124999591615
300 1.0 44850 19 0.05567791599605698
300 1.0 44850 20 0.0542079580045538
300 1.0 44850 21 0.05389654099417385
300 1.0 44850 22 0.05366074999619741
300 1.0 44850 23 0.05425400000240188
300 1.0 44850 24 0.05422929199994542
300 1.0 44850 25 0.054623167001409456
300 1.0 44850 26 0.05604608400608413
300 1.0 44850 27 0.056143583002267405
300 1.0 44850 28 0.0566417910013115
300 1.0 44850 29 0.05567062500631437
300 1.0 44850 30 0.05421758299053181
