n sigma.fun sigma repl SGSECJ SGSI SGS
300 "half" 150 9 0.016430625000339205 0.015676874999826396 0.010622875000080967
300 "half" 150 10 0.01592333400003554 0.01572862500006522 0.010530541999742127
300 "half" 150 11 0.015727915999832476 0.015327708999848255 0.010445458000049257
300 "half" 150 12 0.018251166000027297 0.01892637500031924 0.012751041000228724
300 "half" 150 13 0.019398667000132264 0.017851291000170022 0.01066125000033935
300 "half" 150 14 0.015814167000371526 0.015465333000065584 0.010465666000072815
300 "half" 150 15 0.015704124999956548 0.01544712500026435 0.01033708300019498
300 "half" 150 16 0.015681917000165413 0.015403207999952429 0.010358042000007117
300 "half" 150 17 0.015544207999937498 0.015536833000169281 0.010427250000248023
300 "half" 150 18 0.01551724999990256 0.01535145800016835 0.010444125000049098
300 "half" 150 19 0.015537541000412602 0.015430750000177795 0.010367750000114029
300 "half" 150 20 0.015562542000225221 0.015348249999988184 0.010432374999709282
300 "half" 150 21 0.015589375000217842 0.015366624999842315 0.010381832999883045
300 "half" 150 22 0.01548029100013082 0.01527095899973574 0.010290208000242274
300 "half" 150 23 0.015533624999989115 0.015364791000138212 0.010346500000196102
300 "half" 150 24 0.01565145799986567 0.015421916999912355 0.010457416999997804
300 "half" 150 25 0.015535624999756692 0.015397042000131478 0.010388665999926161
300 "half" 150 26 0.015578792000269459 0.015383124999971187 0.010379457999988517
300 "half" 150 27 0.015521374999934778 0.015332834000219009 0.010384666999925685
300 "half" 150 28 0.015523624999786989 0.01548583299972961 0.010402917000192247
300 "half" 150 29 0.015512082999975974 0.01607966600022337 0.01077570800043759
300 "half" 150 30 0.016194583000014973 0.01602199999979348 0.010836124999968888
400 "log" 6 1 0.0004517909997048264 0.0003039579996766406 0.00046849999989717617
400 "log" 6 2 0.00047733300016261637 0.0003265830000600545 0.00047579100009897957
400 "log" 6 3 0.00046225000005506445 0.00032533300009163213 0.0004795840000042517
400 "log" 6 4 0.00048237500004688627 0.00032187500028157956 0.0004734159997497045
400 "log" 6 5 0.00046849999989717617 0.00031554199995298404 0.00046866699995007366
400 "log" 6 6 0.0004608340000231692 0.00031558399996356457 0.00047125000037340214
400 "log" 6 7 0.0005067920001238235 0.0004675830000451242 0.0006072910000511911
400 "log" 6 8 0.0005427910000435077 0.00032366599998567835 0.0004989159997421666
400 "log" 6 9 0.00046420899980148533 0.00030779100006839144 0.0006373749997692357
400 "log" 6 10 0.0005496670000866288 0.00034987500021088636 0.000537417000032292
400 "log" 6 11 0.00047983300009946106 0.00033424999992348603 0.00048954199974105
400 "log" 6 12 0.0004916249999951106 0.0003232499998375715 0.00045979199967405293
400 "log" 6 13 0.0004727919999822916 0.00031166700000540004 0.00045304199966267333
400 "log" 6 14 0.00045229199986351887 0.0003245829998377303 0.000499332999879698
400 "log" 6 15 0.00047908399983498384 0.00031399999988934724 0.00046633400006612646
400 "log" 6 16 0.00045174999968367047 0.0003097079998042318 0.00045725000018137507
400 "log" 6 17 0.0005096670001876191 0.00032954199969026376 0.0005195829999138368
400 "log" 6 18 0.0004857499998252024 0.000319999999646825 0.0004608749995895778
400 "log" 6 19 0.00047674999996161205 0.0002988330002153816 0.0004465000001800945
400 "log" 6 20 0.000488167000185058 0.0003098749998571293 0.00045025000008536153
400 "log" 6 21 0.0004602090002663317 0.00030433300025833887 0.00044787499973608647
400 "log" 6 22 0.00045454200017047697 0.00034137500006181654 0.0005239170000095328
400 "log" 6 23 0.00044670899978882517 0.00030783300007897196 0.00045512499991673394
400 "log" 6 24 0.0004785410001204582 0.0003295410001555865 0.0005029160001868149
400 "log" 6 25 0.0004608340000231692 0.0003109580002274015 0.0004478330001802533
400 "log" 6 26 0.0004834579999624111 0.00032291699972120114 0.00046320899991769693
400 "log" 6 27 0.00043420800011517713 0.00030054199987716856 0.000447124999936932
400 "log" 6 28 0.0004718749996754923 0.00034008300008281367 0.0004616669998540601
400 "log" 6 29 0.0004446250000000873 0.00030441699982475257 0.000450333000117098
400 "log" 6 30 0.0004457499999261927 0.0003342079999129055 0.000499125000260392
400 "sqrt" 20 1 0.0009501249996901606 0.0007449999998243584 0.0008066249997682462
400 "sqrt" 20 2 0.0009422089997315197 0.0007540000001426961 0.0008344170000782469
400 "sqrt" 20 3 0.0009466670003348554 0.0007787089998601004 0.0008892500000001746
400 "sqrt" 20 4 0.0009675830001469876 0.0007886250000410655 0.0008285829999294947
400 "sqrt" 20 5 0.0009283749996029655 0.0007341250002355082 0.0008401669997510908
400 "sqrt" 20 6 0.0009259160001420241 0.0007481669999833684 0.0008025420002013561
400 "sqrt" 20 7 0.001014292000036221 0.0007409159998132964 0.0007849160001569544
400 "sqrt" 20 8 0.0009402910000062548 0.0007642499999747088 0.0008074580000538845
400 "sqrt" 20 9 0.0009362920000057784 0.0007450409998455143 0.000791750000189495
400 "sqrt" 20 10 0.000952958000198123 0.0007624580002811854 0.000805208999736351
400 "sqrt" 20 11 0.0009151250001195876 0.000757458000407496 0.000810667000223475
400 "sqrt" 20 12 0.0009017079996738175 0.0007470000000466825 0.0007959579997987021
400 "sqrt" 20 13 0.0009245000001101289 0.0007877079997342662 0.0008284579998871777
400 "sqrt" 20 14 0.0009366670001327293 0.000768958000207931 0.0008440840001640026
400 "sqrt" 20 15 0.000900750000255357 0.0007378750001407752 0.0007906669998192228
400 "sqrt" 20 16 0.0009250840003005578 0.0007814589998815791 0.0008305420001306629
400 "sqrt" 20 17 0.0009097500001189474 0.0007608750001963926 0.0008078749997366685
400 "sqrt" 20 18 0.0009076250003090536 0.0007375830000455608 0.0007902090001152828
400 "sqrt" 20 19 0.0009615829999347625 0.0007609579997733817 0.0008167500000126893
400 "sqrt" 20 20 0.0008959169999798178 0.0007372079999186099 0.0008236660000875418
400 "sqrt" 20 21 0.0009432080000806309 0.000754125000185013 0.0007971670002007158
400 "sqrt" 20 22 0.000927790999867284 0.0007267500000125438 0.0007989999999153952
400 "sqrt" 20 23 0.0008935829996516986 0.0007332090003728808 0.0007955000000947621
400 "sqrt" 20 24 0.0008994579998216068 0.0007384999998976127 0.0008011249997252889
400 "sqrt" 20 25 0.0009143339998445299 0.0007610840002598707 0.000816041999769368
400 "sqrt" 20 26 0.0009284580000894493 0.0007526669996877899 0.0008140420000017912
400 "sqrt" 20 27 0.000935083000058512 0.0007712500000707223 0.0008202499998333224
400 "sqrt" 20 28 0.0009144999999080028 0.0007496250000258442 0.0008387500001845183
400 "sqrt" 20 29 0.0009032500001922017 0.0007389170000351442 0.0007870000004004396
400 "sqrt" 20 30 0.00092820899999424 0.0007440409999617259 0.0007961249998515996
400 "logsquared" 75 1 0.005167416999938723 0.004750250000142842 0.0036748340003214253
400 "logsquared" 75 2 0.00511508399995364 0.004823083000246697 0.003535542000008718
400 "logsquared" 75 3 0.0052087080002820585 0.004850875000101951 0.0036741250000886794
400 "logsquared" 75 4 0.005187250000290078 0.004755917000238696 0.0035482920002323226
400 "logsquared" 75 5 0.0052340419997563 0.0047667919998275465 0.0035707079996427638
400 "logsquared" 75 6 0.005153250000148546 0.004884915999809891 0.003645958000106475
400 "logsquared" 75 7 0.005063583000264771 0.004756332999932056 0.003561290999641642
400 "logsquared" 75 8 0.005072999999811145 0.004760709000038332 0.0036172079999232665
400 "logsquared" 75 9 0.005050666999977693 0.004725292000330228 0.00358216699987679
400 "logsquared" 75 10 0.005035915999997087 0.004722791999938636 0.003552334000232804
400 "logsquared" 75 11 0.005038165999849298 0.004781124999681197 0.00364266700034932
400 "logsquared" 75 12 0.0051157080001758 0.004808499999853666 0.003639416000169149
400 "logsquared" 75 13 0.005012332999740465 0.0047330419997706485 0.003553499999725318
400 "logsquared" 75 14 0.004985125000075641 0.00485258300022906 0.003563875000054395
400 "logsquared" 75 15 0.005036042000028829 0.004741333000310988 0.0036027500000272994
400 "logsquared" 75 16 0.00502116699999533 0.004726499999833322 0.0035623750000013388
400 "logsquared" 75 17 0.005058082999767066 0.004774750000251515 0.0035960420000265003
400 "logsquared" 75 18 0.0050295000000915024 0.004745333999835566 0.0035799580000457354
400 "logsquared" 75 19 0.005045291999977053 0.004771249999976135 0.003701667000314046
400 "logsquared" 75 20 0.004993750000267028 0.004727541999727691 0.0036622919997171266
400 "logsquared" 75 21 0.00504937499999869 0.004739209000035771 0.0036019999997733976
400 "logsquared" 75 22 0.0050035420003951 0.004738583999824186 0.003554582999640843
400 "logsquared" 75 23 0.004990333999558061 0.004757624999911059 0.003546916999766836
400 "logsquared" 75 24 0.004963540999597171 0.0047330829997918045 0.003534916999797133
400 "logsquared" 75 25 0.004954999999881693 0.004701457999999548 0.003514125000037893
400 "logsquared" 75 26 0.004991958999653434 0.004752290999931574 0.0035635409999486
400 "logsquared" 75 27 0.004994542000076763 0.004830666999623645 0.003635291000136931
400 "logsquared" 75 28 0.0050257090001650795 0.004745542000364367 0.003592582999772276
400 "logsquared" 75 29 0.005032000000028347 0.004771083999912662 0.0035966660002486606
400 "logsquared" 75 30 0.0050256250001439184 0.004742457999782346 0.0036123750001024746
400 "half" 200 1 0.029191166999680718 0.028365000000121654 0.019062416999986453
400 "half" 200 2 0.028386666999722365 0.028146792000370624 0.019013832999917213
400 "half" 200 3 0.02838374999964799 0.028072583000266604 0.019060999999965134
400 "half" 200 4 0.028372584000408096 0.028524332999950275 0.019031209000331728
400 "half" 200 5 0.02872479099960401 0.028395875000114756 0.019222999999783497
400 "half" 200 6 0.028646458000366692 0.028193291000206955 0.018964624999625812
400 "half" 200 7 0.028510415999789984 0.028034875000230386 0.018900957999903767
400 "half" 200 8 0.02971408400026121 0.02937808300021061 0.019892541999979585
400 "half" 200 9 0.030884207999861246 0.03154658399989785 0.021296875000189175
400 "half" 200 10 0.03222012500009441 0.029703124999741704 0.020239667000168993
400 "half" 200 11 0.03043200000001889 0.02870424999991883 0.019364708000011888
400 "half" 200 12 0.029825334000179282 0.02852916699976049 0.019276957999863953
400 "half" 200 13 0.029164166000100522 0.028138915999988967 0.018989124999734486
400 "half" 200 14 0.028407249999872874 0.028113042000313726 0.018823624999640742
400 "half" 200 15 0.028357541999866953 0.02795133400013583 0.019081625000126223
400 "half" 200 16 0.02844970900014232 0.02827470900001572 0.018884750000324857
400 "half" 200 17 0.02837462500019683 0.028121499999997468 0.018900791999840294
400 "half" 200 18 0.02850720900005399 0.0282152079998923 0.01896458300006998
400 "half" 200 19 0.02834987500000352 0.028093333000015264 0.01885054200010927
400 "half" 200 20 0.028400624999903812 0.02827595899998414 0.01894054199965467
400 "half" 200 21 0.028339333000076294 0.02799283300009847 0.018835583000054612
400 "half" 200 22 0.028570541000135563 0.02823329200009539 0.01907866700003069
400 "half" 200 23 0.02847612499999741 0.028277708000132407 0.019081124999956955
400 "half" 200 24 0.028741083000113576 0.02821837500005131 0.019123042000046553
400 "half" 200 25 0.028727417000027344 0.028377082999668346 0.01887787500027116
400 "half" 200 26 0.02882045799970001 0.028288291999615467 0.019045542000185378
400 "half" 200 27 0.028677625000000262 0.0281473330001063 0.019123832999866863
400 "half" 200 28 0.0280760000000555 0.0278862919999483 0.018702166999901237
400 "half" 200 29 0.02851325000028737 0.028048916999978246 0.01880191600002945
400 "half" 200 30 0.028383332999965205 0.028144709000116563 0.018852666999919165
500 "log" 7 1 0.0006298339999375457 0.00041054099983739434 0.0005900410001231648
500 "log" 7 2 0.0006993749998400745 0.0004188340003565827 0.00058895800020764
500 "log" 7 3 0.0006044169999768201 0.0004155830001764116 0.0006106250002630986
500 "log" 7 4 0.0006531659996653616 0.00043479200030560605 0.0006276250001064909
500 "log" 7 5 0.0006759160000910924 0.0004328330001044378 0.000620874999640364
500 "log" 7 6 0.000664665999920544 0.0004359999998087005 0.0006319999997685954
500 "log" 7 7 0.0006554169999617443 0.00043137500006196206 0.0006298329999481211
500 "log" 7 8 0.000649125000109052 0.00042670800030464306 0.0006350839998958691
500 "log" 7 9 0.0006236660001377459 0.00045108299991625245 0.0006415829998331901
500 "log" 7 10 0.0006184170001688472 0.0004203339999548916 0.0006113750000622531
500 "log" 7 11 0.000616332999925362 0.0004154170001129387 0.0006165830000099959
500 "log" 7 12 0.0006277499996940605 0.0004555830000754213 0.0006440829997700348
500 "log" 7 13 0.0006401670002560422 0.0004817499998353014 0.0006313330000011774
500 "log" 7 14 0.00066441599983591 0.0004364999999779684 0.0006458749999183055
500 "log" 7 15 0.0006213330002537987 0.00040949999993245 0.0005923329999859561
500 "log" 7 16 0.0005986250002933957 0.00041179200024998863 0.0006074170000829326
500 "log" 7 17 0.0006223329996828397 0.00041612499990151264 0.0006433339999603049
500 "log" 7 18 0.0006497080003100564 0.00043525000000954606 0.000657250000131171
500 "log" 7 19 0.0006406249999599822 0.0004370000001472363 0.000649291000172525
500 "log" 7 20 0.0006592909999199037 0.0004275830001461145 0.0006459169999288861
500 "log" 7 21 0.0006274160000430129 0.0004203339999548916 0.0006128750001153094
500 "log" 7 22 0.0006332500001917651 0.000406416999794601 0.0005954580001343857
500 "log" 7 23 0.0006050419997336576 0.0004053750003549794 0.00059370899998612
500 "log" 7 24 0.0006377079998856061 0.00042804200029422645 0.000630458000159706
500 "log" 7 25 0.0006213340002432233 0.00039950000018507126 0.0005981249996693805
500 "log" 7 26 0.0008249580000665446 0.00043054200023107114 0.0006606249999094871
500 "log" 7 27 0.0007053330000417191 0.00044724999997924897 0.0006481659997916722
500 "log" 7 28 0.000679375000345317 0.0004760000001624576 0.0006750840002496261
500 "log" 7 29 0.0007084999997459818 0.00047308300008808146 0.0007054170000628801
500 "log" 7 30 0.0007263749998855928 0.00048791700010042405 0.0006564169998455327
500 "sqrt" 23 1 0.001715875000172673 0.0011019590001524193 0.0010822919998645375
500 "sqrt" 23 2 0.0014587079999728303 0.0018091249999088177 0.0014604580001105205
500 "sqrt" 23 3 0.0015226249997795094 0.0017492090000814642 0.00156600000036633
500 "sqrt" 23 4 0.0015674999999646388 0.0010864160003620782 0.0010975000000144064
500 "sqrt" 23 5 0.001547165999909339 0.0010881250000238651 0.001490957999976672
500 "sqrt" 23 6 0.0017182079996018729 0.0011852500001623412 0.0012189169997327554
500 "sqrt" 23 7 0.001544457999898441 0.001175290999981371 0.0013450000001284934
500 "sqrt" 23 8 0.0015193340000223543 0.0010629580001477734 0.001105708999602939
500 "sqrt" 23 9 0.0019347500001458684 0.001182874999813066 0.0011513749996083789
500 "sqrt" 23 10 0.0018157499998778803 0.001231457999892882 0.0012797079998563277
500 "sqrt" 23 11 0.0017266249997192062 0.001382417000058922 0.0013420830000541173
500 "sqrt" 23 12 0.001593124999999418 0.0013725829999202688 0.0014043749997654231
500 "sqrt" 23 13 0.0015293750002456363 0.0010814160000336415 0.001806165999823861
500 "sqrt" 23 14 0.001479583000218554 0.0016737089999878663 0.0014920829999027774
500 "sqrt" 23 15 0.0017962080000870628 0.0012307079996389803 0.0012518330004240852
500 "sqrt" 23 16 0.0016574579999542038 0.0012193749998914427 0.0011438749997978448
500 "sqrt" 23 17 0.001487042000007932 0.0010664169999472506 0.0015907080000943097
500 "sqrt" 23 18 0.0017956249998860585 0.0011864169996442797 0.0011857079998662812
500 "sqrt" 23 19 0.0014823330002400326 0.0010722500001065782 0.0011071670001001621
500 "sqrt" 23 20 0.002037083000232087 0.0012415410001267446 0.001352666999991925
500 "sqrt" 23 21 0.0018843329999072012 0.0013644999999087304 0.0013589579998551926
500 "sqrt" 23 22 0.0019931669999095902 0.0014315000003080058 0.0014532499999404536
500 "sqrt" 23 23 0.0016770409997661773 0.0015678330000810092 0.0014667499999632128
500 "sqrt" 23 24 0.0016654579999340058 0.0011835419995804841 0.0011656249998850399
500 "sqrt" 23 25 0.001615416999811714 0.0010764579997157853 0.0012641250000342552
500 "sqrt" 23 26 0.001805958000204555 0.001258249999864347 0.001318957999956183
500 "sqrt" 23 27 0.0018485830000827264 0.00150187500003085 0.0011925829999199777
500 "sqrt" 23 28 0.0019242499997744744 0.0011843329998555419 0.0012415409996719973
500 "sqrt" 23 29 0.0017747910001162381 0.001401459000135219 0.0014333750000332657
500 "sqrt" 23 30 0.0015500419999625592 0.0010602500001368753 0.001127458999690134
500 "logsquared" 81 1 0.00757537500021499 0.00810066599979109 0.005875541000023077
500 "logsquared" 81 2 0.008314958000028128 0.0078000410003369325 0.0060771670000576705
500 "logsquared" 81 3 0.007829792000393354 0.006552499999997963 0.004997458000161714
500 "logsquared" 81 4 0.007818000000042957 0.006751124999937019 0.005030375000387721
500 "logsquared" 81 5 0.007753207999940059 0.0065959999997176055 0.004915167000035581
500 "logsquared" 81 6 0.007787292000102752 0.0063788749998821 0.004930791999868234
500 "logsquared" 81 7 0.007652917000086745 0.006410542000139685 0.004982459000075323
500 "logsquared" 81 8 0.007452833000115788 0.00629487500009418 0.0048571249999440624
500 "logsquared" 81 9 0.007632792000094923 0.006735250000019732 0.004940750000059779
500 "logsquared" 81 10 0.007365708999714116 0.006554125000093336 0.004726792000383284
500 "logsquared" 81 11 0.00741541600018536 0.006445916999837209 0.004813707999801409
500 "logsquared" 81 12 0.007401792000109708 0.006345667000005051 0.004849667000144109
500 "logsquared" 81 13 0.007322750000184897 0.006580166999810899 0.005044332999659673
500 "logsquared" 81 14 0.007124833000034414 0.006274583000049461 0.004937874999995984
500 "logsquared" 81 15 0.007317417000194837 0.006441708000238577 0.00488908299985269
500 "logsquared" 81 16 0.006971250000333384 0.006484333000116749 0.005532499999844731
500 "logsquared" 81 17 0.008026167000025453 0.007127290999960678 0.005092792000141344
500 "logsquared" 81 18 0.007619958000304905 0.006228749999991123 0.004614625000158412
500 "logsquared" 81 19 0.006999000000178057 0.006250957999782258 0.004673541000101977
500 "logsquared" 81 20 0.006968457999846578 0.0061182079998616246 0.004595792000145593
500 "logsquared" 81 21 0.006805291999626206 0.006311291000201891 0.004768208000314189
500 "logsquared" 81 22 0.006792625000343833 0.006082583999614144 0.004719209000086266
500 "logsquared" 81 23 0.0064971670003615145 0.006146417000309157 0.0047215829999913694
500 "logsquared" 81 24 0.006774666999717738 0.00602070900004037 0.004622291000032419
500 "logsquared" 81 25 0.006572541999958048 0.006119042000136687 0.004762292000123125
500 "logsquared" 81 26 0.006709833999593684 0.00611570799992478 0.004728040999907535
500 "logsquared" 81 27 0.006590041999970708 0.0061478750003516325 0.004752999999709573
500 "logsquared" 81 28 0.006738708000284532 0.006100999999944179 0.004715832999863778
500 "logsquared" 81 29 0.006491667000318557 0.006054458000107843 0.004726374999791005
500 "logsquared" 81 30 0.006681458000002749 0.006166541000311554 0.004790708999735216
500 "half" 250 1 0.04787674999988667 0.04599950000010722 0.031091583000034007
500 "half" 250 2 0.046423457999935636 0.04823183400003472 0.032100082999932056
500 "half" 250 3 0.04716199999984383 0.052357291000134865 0.034195458000340295
500 "half" 250 4 0.050687250000009954 0.04955549999976938 0.03547412499983693
500 "half" 250 5 0.05199475000017628 0.0490817079999033 0.03109470900017186
500 "half" 250 6 0.04759741699990627 0.04600808400027745 0.030526417000146466
500 "half" 250 7 0.05766645799985781 0.0541226249997635 0.0353413749999163
500 "half" 250 8 0.04883433300028628 0.05149545899985242 0.03753491599991321
500 "half" 250 9 0.050627708999854804 0.047234000000116794 0.03464699999994991
500 "half" 250 10 0.052002291999997396 0.05073329199967702 0.034256249999998545
500 "half" 250 11 0.051038916000379686 0.04673229200034257 0.03135516699967411
500 "half" 250 12 0.04791937499976484 0.04622933300015575 0.03046025000003283
500 "half" 250 13 0.04632587500009322 0.04662770899994939 0.03084949999993114
500 "half" 250 14 0.04944558399984089 0.049928708000152255 0.03432495800007018
500 "half" 250 15 0.05141300000013871 0.04861483299964675 0.03113600000006045
500 "half" 250 16 0.04973395800016078 0.049762667000322836 0.03147879199968884
500 "half" 250 17 0.0508220829997299 0.05115620799961107 0.034365874999821244
500 "half" 250 18 0.051210250000167434 0.04964654200011864 0.03269124999997075
500 "half" 250 19 0.04739654100012558 0.0460712499998408 0.03086608300009175
500 "half" 250 20 0.04638887500004785 0.047645707999890874 0.034089582999968115
500 "half" 250 21 0.04762133299982452 0.046014791000288824 0.030751165999845398
500 "half" 250 22 0.04995720799979608 0.04641799999990326 0.031504792000305315
500 "half" 250 23 0.04941791600003853 0.04902029200002289 0.03161958300006518
500 "half" 250 24 0.050629291999939596 0.049460958000054234 0.0335859580000033
500 "half" 250 25 0.04875908299982257 0.04572316599978876 0.030595124999763357
500 "half" 250 26 0.04659220799976538 0.045473042000139685 0.030494499999804248
500 "half" 250 27 0.04619299999967552 0.04563966699970479 0.03103591699982644
500 "half" 250 28 0.0502717079998547 0.05041016699988177 0.03373804200009545
500 "half" 250 29 0.04878629099994214 0.048214624999673106 0.03193950000013501
500 "half" 250 30 0.0490953339999578 0.04845783400014625 0.03202412500013452
600 "log" 7 1 0.0007961250003063469 0.00048024999978224514 0.0007282090000444441
600 "log" 7 2 0.0007574159999421681 0.0004941669999425358 0.0007457500000782602
600 "log" 7 3 0.0008431250003013702 0.0005608749997918494 0.0007239999999910651
600 "log" 7 4 0.0007835000001250592 0.0005017080002289731 0.0007178750001912704
600 "log" 7 5 0.0007155419998525758 0.00049820800040834 0.0007203329996627872
600 "log" 7 6 0.0007232500001919107 0.0005019589998482843 0.0007516250002481684
600 "log" 7 7 0.0007577090000268072 0.0005271249997349514 0.0008176250003089081
600 "log" 7 8 0.0008145839997268922 0.0004879589996562572 0.0007703750002292509
600 "log" 7 9 0.0008132920002026367 0.0005004169997846475 0.0007272499997270643
600 "log" 7 10 0.0007226660000014817 0.0004869589997724688 0.000716666000244004
600 "log" 7 11 0.0007980000000316068 0.0004945420000694867 0.000713792000169633
600 "log" 7 12 0.0007713750001130393 0.000514625000050728 0.0007387079999716661
600 "log" 7 13 0.0008376249998036656 0.0004973329996573739 0.0007173340000008466
600 "log" 7 14 0.0007686250000915607 0.0004920000001220615 0.0007148329996198299
600 "log" 7 15 0.0007872920000409067 0.0004810410000573029 0.0007004999997661798
600 "log" 7 16 0.0007761249999020947 0.0004958750000696455 0.0007320840004467755
600 "log" 7 17 0.0007377080000878777 0.0005108750001454609 0.0007382499998129788
600 "log" 7 18 0.0007493749999412103 0.00047804200039536227 0.0007092910000210395
600 "log" 7 19 0.000750500000322063 0.0005227920000834274 0.0007325420001507155
600 "log" 7 20 0.000751749999835738 0.0004830839998248848 0.0007014579996393877
600 "log" 7 21 0.0007874169996284763 0.0005095420001453022 0.0007410839998556185
600 "log" 7 22 0.0007767910001348355 0.000499541999943176 0.0007294160000128613
600 "log" 7 23 0.0007562920000054874 0.0004866250001214212 0.0007117909999578842
600 "log" 7 24 0.0007781249996696715 0.0004900830003862211 0.0007237079998958507
600 "log" 7 25 0.0007951249999678112 0.0004887920003966428 0.0007091669999681471
600 "log" 7 26 0.0007715420001659368 0.0004865000000791042 0.0007155419998525758
600 "log" 7 27 0.0007669579999856069 0.0004874999999628926 0.0007223329998851113
600 "log" 7 28 0.0007582909997836396 0.0004969169999640144 0.0007118339999578893
600 "log" 7 29 0.000811124999927415 0.0004893750001428998 0.0007952920000207087
600 "log" 7 30 0.0007587500003864989 0.0004912089998470037 0.0007186670000010054
600 "sqrt" 25 1 0.0018608749996928964 0.0013722080002480652 0.0013908330001868308
600 "sqrt" 25 2 0.001712332999886712 0.0013091670002722822 0.0013724999998885323
600 "sqrt" 25 3 0.0017183330000989372 0.0013074590001451725 0.0013740419999521691
600 "sqrt" 25 4 0.001747374999922613 0.0013056249999863212 0.001371124999877793
600 "sqrt" 25 5 0.0017094170002565079 0.001329624999925727 0.0014239590000215685
600 "sqrt" 25 6 0.0017670829997769033 0.0013688330000150017 0.001521499999853404
600 "sqrt" 25 7 0.001695374999599153 0.001299665999795252 0.0013650419996338314
600 "sqrt" 25 8 0.0016920000002755842 0.001300249999985681 0.0013671250003426394
600 "sqrt" 25 9 0.0016696669999873848 0.0012975829999959387 0.0013462080000863352
600 "sqrt" 25 10 0.0016324170001098537 0.0013031250000494765 0.0013815420002174505
600 "sqrt" 25 11 0.0018423330002406146 0.001295665999805351 0.0013424999997369014
600 "sqrt" 25 12 0.0016989170003398613 0.0013265420002426254 0.0013932920001025195
600 "sqrt" 25 13 0.0016577080000388378 0.0012962079999851994 0.0013691250001102162
600 "sqrt" 25 14 0.001672249999955966 0.0013202499999351858 0.001359165999929246
600 "sqrt" 25 15 0.001731500000005326 0.0013430419999167498 0.0013982079999550479
600 "sqrt" 25 16 0.001651542000217887 0.001307624999753898 0.001359875000161992
600 "sqrt" 25 17 0.0016602079999756825 0.0013024580002820585 0.0013664169996445708
600 "sqrt" 25 18 0.0016470000000481377 0.0012936250000166183 0.0013592919999609876
600 "sqrt" 25 19 0.0016415829995821696 0.0013493329997800174 0.0014373330000125861
600 "sqrt" 25 20 0.001652625000133412 0.001325540999914665 0.001378208000005543
600 "sqrt" 25 21 0.0016549590000067838 0.0012892499998997664 0.0013434589995995339
600 "sqrt" 25 22 0.001663792000272224 0.0013162500004000321 0.0013762500002485467
600 "sqrt" 25 23 0.0016702080001778086 0.0013255830003799929 0.0013865840001017204
600 "sqrt" 25 24 0.0016738749995965918 0.0013084590000289609 0.0013739159999204276
600 "sqrt" 25 25 0.001668249999966065 0.0012984589998268348 0.0013569170000664599
600 "sqrt" 25 26 0.0016582080002081057 0.0012939580001329887 0.001369791000342957
600 "sqrt" 25 27 0.0016593749996900442 0.0012931659998685063 0.0013487910000549164
600 "sqrt" 25 28 0.0016386249999413849 0.0013071250000393775 0.001362917000278685
600 "sqrt" 25 29 0.001649000000270462 0.0013149999999768625 0.0013680839997505245
600 "sqrt" 25 30 0.0016630840000289027 0.0013254169998617726 0.0013729160000366392
600 "logsquared" 86 1 0.007957041999816283 0.007416792000185524 0.006429665999803547
600 "logsquared" 86 2 0.009674124999946798 0.008197499999823776 0.006947333999960392
600 "logsquared" 86 3 0.009623166999972455 0.009221958000125596 0.007498166999994282
600 "logsquared" 86 4 0.010284499999670516 0.010014208000029612 0.008015707999675215
600 "logsquared" 86 5 0.009562040999753663 0.008498791999954847 0.0070881669998925645
600 "logsquared" 86 6 0.010326041999633162 0.010169166999730805 0.007421250000334112
600 "logsquared" 86 7 0.010752542000318499 0.008652333000100043 0.006265917000291665
600 "logsquared" 86 8 0.008729250000214961 0.007473667000340356 0.006068832999972074
600 "logsquared" 86 9 0.008991125000193279 0.0074337089999971795 0.005839791999733279
600 "logsquared" 86 10 0.008114416999887908 0.007250249999742664 0.005771125000137545
600 "logsquared" 86 11 0.008639792000394664 0.007449541999903886 0.006057125000097585
600 "logsquared" 86 12 0.00850891700019929 0.007575457999791979 0.0058627090002119076
600 "logsquared" 86 13 0.009026374999848485 0.007687290999911056 0.006240332999823295
600 "logsquared" 86 14 0.008824000000004162 0.007508665999921504 0.005888042000151472
600 "logsquared" 86 15 0.008344792000116286 0.007357167000009213 0.006031165999957011
600 "logsquared" 86 16 0.0085834170004091 0.007694417000038811 0.005727042000216898
600 "logsquared" 86 17 0.008442125000328815 0.007263125000008586 0.005798791999950481
600 "logsquared" 86 18 0.008261625000159256 0.007788625000102911 0.00589624999975058
600 "logsquared" 86 19 0.00872820899985527 0.007477667000330257 0.006111457999850245
600 "logsquared" 86 20 0.008064749999903142 0.007432207999954699 0.005896291999761161
600 "logsquared" 86 21 0.008912624999993568 0.007590457999867795 0.006031791000168596
600 "logsquared" 86 22 0.008598917000199435 0.007442582999829028 0.006197624999913387
600 "logsquared" 86 23 0.008518082999671606 0.007818957999916165 0.005912833000365936
600 "logsquared" 86 24 0.008516208000401093 0.007352124999670195 0.0059990839999954915
600 "logsquared" 86 25 0.008693040999787627 0.007983041999978013 0.005783083000096667
600 "logsquared" 86 26 0.010534625000218512 0.008867917000316083 0.006946499999685329
600 "logsquared" 86 27 0.010310582999863982 0.008444832999884966 0.006586792000234709
600 "logsquared" 86 28 0.009811792000164132 0.008503541000209225 0.006399499999588443
