n sigma.fun sigma repl SGSECJ SGSI SGS
600 "logsquared" 86 29 0.0095456250001007 0.007824541999980283 0.006280540999796358
600 "logsquared" 86 30 0.009291458000006969 0.00818954099986513 0.006771249999928841
600 "half" 300 1 0.08112191700001858 0.08024566700032665 0.05019554099999368
600 "half" 300 2 0.0817820830002347 0.08059866699977647 0.0512241249998624
600 "half" 300 3 0.0834688339996319 0.08222775000012916 0.04969183299999713
600 "half" 300 4 0.08292374999973617 0.07956245900004433 0.04748695800026326
600 "half" 300 5 0.07085912499996994 0.07039116599980844 0.05010233300026812
600 "half" 300 6 0.07183679199988546 0.07049408400007451 0.04586791700012327
600 "half" 300 7 0.07017954199955057 0.07079237500011004 0.04616595800007417
600 "half" 300 8 0.07063679100019726 0.07050612500006537 0.046182541999769455
600 "half" 300 9 0.07053591700014294 0.07163079100018876 0.04920383299986497
600 "half" 300 10 0.07307887499973731 0.08492833300033453 0.05273162499997852
600 "half" 300 11 0.07915537500002756 0.07113491600011912 0.046358499999769265
600 "half" 300 12 0.07027308399983667 0.06913612499965893 0.04673025000010966
600 "half" 300 13 0.07015020799963168 0.07339404200001809 0.0465707499997734
600 "half" 300 14 0.07042195900021397 0.07027974999982689 0.04563520800002152
600 "half" 300 15 0.07046920900029363 0.07179720900012398 0.05191624999997657
600 "half" 300 16 0.07880395899974246 0.07290141700013919 0.045753082999908656
600 "half" 300 17 0.07032595800001218 0.06962100000009741 0.04602449999993041
600 "half" 300 18 0.07106379099968763 0.0693572079999285 0.046219583000038256
600 "half" 300 19 0.07077387500021359 0.07016691699982402 0.046210583000174665
600 "half" 300 20 0.070313083000201 0.06930691700017633 0.045850833999793394
600 "half" 300 21 0.07016691700027877 0.0700054160001855 0.0463619999995899
600 "half" 300 22 0.07094775000041409 0.07255166699997062 0.046521583999947325
600 "half" 300 23 0.06989433299986558 0.06947795799987944 0.04620079200003602
600 "half" 300 24 0.07005808300027638 0.06972025000004578 0.04649174999985917
600 "half" 300 25 0.07057912499976737 0.06898629200031792 0.04583479200027796
600 "half" 300 26 0.07020312499980719 0.06947325000010096 0.045861375000185944
600 "half" 300 27 0.07034120900016205 0.06874583299986625 0.046272791999854235
600 "half" 300 28 0.07033629199986535 0.06993837499976507 0.04616029199996774
600 "half" 300 29 0.07054145800020706 0.0690796659996522 0.04575266600022587
600 "half" 300 30 0.07076679200008584 0.06926408300023468 0.04602941700022711
700 "log" 7 1 0.0009876670001176535 0.0005854999999428401 0.0008602910002082353
700 "log" 7 2 0.0009085829997275141 0.0005878329998267873 0.0008382910000364063
700 "log" 7 3 0.00089858399996956 0.0005804169995826669 0.0008597910000389675
700 "log" 7 4 0.000931999999920663 0.0005717079998248664 0.0008238329996856919
700 "log" 7 5 0.0008769579999352572 0.0005676669998138095 0.0008304590000989265
700 "log" 7 6 0.0008981250002761954 0.0005817920000481536 0.0008695840001564648
700 "log" 7 7 0.0009127920002356404 0.0005717079998248664 0.0008305830001518189
700 "log" 7 8 0.0008565829998588015 0.0005637079998450645 0.0008260419999714941
700 "log" 7 9 0.0008659999998599233 0.000566832999993494 0.0008385830001316208
700 "log" 7 10 0.0008330420000675076 0.0005675829997926485 0.0008430829998360423
700 "log" 7 11 0.0009074170002350002 0.0005753750001531444 0.0008565829998588015
700 "log" 7 12 0.000848749999931897 0.0005711250000786094 0.000837707999835402
700 "log" 7 13 0.0008711669997865101 0.000571958999898925 0.0008394579999730922
700 "log" 7 14 0.0008507500001542212 0.0005625410003631259 0.0008313329999509733
700 "log" 7 15 0.0008389999998144049 0.0005547920000026352 0.0008290840000881872
700 "log" 7 16 0.0008860829998411646 0.0005975420003778709 0.0008554170003662875
700 "log" 7 17 0.000927333000163344 0.0005767079996985558 0.0008293340001728211
700 "log" 7 18 0.0008532080000804854 0.000560083999971539 0.0008341249999830325
700 "log" 7 19 0.0008476670000163722 0.00057004100017366 0.0008282500002678717
700 "log" 7 20 0.0008415409997724055 0.0005543749998651037 0.0008251250001194421
700 "log" 7 21 0.0008463330000267888 0.0005639999999402789 0.0008332080001309805
700 "log" 7 22 0.000822790999791323 0.0005704169998352882 0.0008774170000833692
700 "log" 7 23 0.0008474589999423188 0.0005694579999726557 0.0008335420002367755
700 "log" 7 24 0.0008423750000474683 0.00055587499991816 0.0008314169999721344
700 "log" 7 25 0.0008303749996230181 0.000555667000298854 0.0008425419996456185
700 "log" 7 26 0.0008396250000259897 0.00055225000005521 0.000837125000089145
700 "log" 7 27 0.0008975000000646105 0.0005681249999724969 0.0008667499996590777
700 "log" 7 28 0.0009698329999991984 0.0005910419999963779 0.0008331249996444967
700 "log" 7 29 0.0008462499999950523 0.0005695419999938167 0.0008394999999836728
700 "log" 7 30 0.0008224580001296999 0.0005631659996652161 0.0008357080000678252
700 "sqrt" 27 1 0.002049749999969208 0.0016010409999580588 0.0017475419999755104
700 "sqrt" 27 2 0.002129750000221975 0.0016843749999679858 0.0016987909998533723
700 "sqrt" 27 3 0.002134792000106245 0.0016434579997621768 0.0016832080000312999
700 "sqrt" 27 4 0.0021253330000945425 0.00163029200029996 0.0016757080002207658
700 "sqrt" 27 5 0.0026618749998306157 0.00188520800020342 0.002106333000028826
700 "sqrt" 27 6 0.003255707999869628 0.002401791000011144 0.0024208750000980217
700 "sqrt" 27 7 0.0031703330000709684 0.0023420000002261077 0.0019098750003649911
700 "sqrt" 27 8 0.002542499999890424 0.001790417000393063 0.0017782919999262958
700 "sqrt" 27 9 0.002491167000243877 0.0017276670000683225 0.0017530420000184677
700 "sqrt" 27 10 0.0023658750001231965 0.0016145829999913985 0.0016842079999150883
700 "sqrt" 27 11 0.002362875000017084 0.0017385839996677532 0.0017600839996703144
700 "sqrt" 27 12 0.0022064580002734147 0.0016594590001659526 0.001707208000425453
700 "sqrt" 27 13 0.00226383299968802 0.0017292920001636958 0.0017149169998447178
700 "sqrt" 27 14 0.0022730410000804113 0.0016695000003892346 0.0017075840000870812
700 "sqrt" 27 15 0.002203749999807769 0.0016604999996161496 0.0017205000003741588
700 "sqrt" 27 16 0.0024672910003573634 0.0017031660004249716 0.0017796669999370351
700 "sqrt" 27 17 0.0022822910000286356 0.0016537080000489368 0.0016813749998618732
700 "sqrt" 27 18 0.0022538329999406415 0.00165533300014431 0.0017179999999825668
700 "sqrt" 27 19 0.0022736250002708402 0.0016359999999622232 0.0017294170002060127
700 "sqrt" 27 20 0.0021354579998842382 0.0016049579999162233 0.001715290999982244
700 "sqrt" 27 21 0.0021810419998473662 0.0016375410000364354 0.0016841659999045078
700 "sqrt" 27 22 0.0021704169998884026 0.0016660419996696874 0.0017129169996223936
700 "sqrt" 27 23 0.002170959000068251 0.0016190419996746641 0.001663208000081795
700 "sqrt" 27 24 0.0022366670000337763 0.0016833340000630415 0.0017073330000130227
700 "sqrt" 27 25 0.002409875000012107 0.0016539160001229902 0.0016884169999684673
700 "sqrt" 27 26 0.0020531660002234275 0.0015970419999575824 0.0016726250000829168
700 "sqrt" 27 27 0.0021571670004050247 0.0016739170000619197 0.0016954160000750562
700 "sqrt" 27 28 0.0021521250000660075 0.0016354170002159663 0.0016755000001467124
700 "sqrt" 27 29 0.0020936670002811297 0.001626417000352376 0.0016637500002616434
700 "sqrt" 27 30 0.0021993340001245087 0.0016271670001515304 0.0017029999999067513
700 "logsquared" 90 1 0.009596040999895195 0.008800165999673482 0.006918000000041502
700 "logsquared" 90 2 0.009679666000010911 0.008840833000249404 0.007156832999953622
700 "logsquared" 90 3 0.009455999999772757 0.008888708999620576 0.007174290999955701
700 "logsquared" 90 4 0.009655290999944555 0.008820416000162368 0.006991040999764664
700 "logsquared" 90 5 0.009507291999852896 0.008841124999889871 0.0069681249997302075
700 "logsquared" 90 6 0.009459165999942343 0.008783499999935884 0.007056749999719614
700 "logsquared" 90 7 0.00963908400035507 0.00881345900006636 0.006968291999783105
700 "logsquared" 90 8 0.009530916999665351 0.008691084000020055 0.006921249999777501
700 "logsquared" 90 9 0.009687666999980138 0.008939625000039086 0.0071055000003070745
700 "logsquared" 90 10 0.009582458000295446 0.008747999999741296 0.006943583000065701
700 "logsquared" 90 11 0.009600167000371584 0.008768665999923542 0.007021165999958612
700 "logsquared" 90 12 0.009501833000285842 0.008782416000030935 0.007029458000033628
700 "logsquared" 90 13 0.009687250000297354 0.008839167000132875 0.007577916999707668
700 "logsquared" 90 14 0.010316083000361687 0.008854541999880894 0.006983208999827184
700 "logsquared" 90 15 0.009970999999950436 0.008819541999855574 0.00705070899994098
700 "logsquared" 90 16 0.00994416599996839 0.008924040999772842 0.00713529099994048
700 "logsquared" 90 17 0.00985137499992561 0.008887250000043423 0.007104499999968539
700 "logsquared" 90 18 0.009628832999624137 0.0088591250000718 0.006970082999941951
700 "logsquared" 90 19 0.009824332999869512 0.00882637499989869 0.007115249999969819
700 "logsquared" 90 20 0.0096942919999492 0.008780334000221046 0.00704883400021572
700 "logsquared" 90 21 0.009810250000100496 0.008920541999941634 0.007143082999846229
700 "logsquared" 90 22 0.009609165999791003 0.008855332999701204 0.007086332999733713
700 "logsquared" 90 23 0.00961829099969691 0.008928375000323285 0.007182166999882611
700 "logsquared" 90 24 0.009607166000023426 0.008811791999960406 0.007047915999919496
700 "logsquared" 90 25 0.009666250000009313 0.0088805410000532 0.007086499999786611
700 "logsquared" 90 26 0.009571957999924052 0.008904374999929132 0.0070837079997545516
700 "logsquared" 90 27 0.009639375000006112 0.008810959000129515 0.007083458000124665
700 "logsquared" 90 28 0.009567333000177314 0.008853708000060578 0.007025249999969674
700 "logsquared" 90 29 0.009471916000165947 0.00870149999991554 0.006948583999928815
700 "logsquared" 90 30 0.009610042000076646 0.008907333000024664 0.0070282919996316195
700 "half" 350 1 0.10178749999977299 0.10235599999987244 0.0671177499998521
700 "half" 350 2 0.10371337500009759 0.10308133299986366 0.06942041699994661
700 "half" 350 3 0.11994700000013836 0.10755745799997385 0.06801674999996976
700 "half" 350 4 0.10430012500000885 0.10319133399980274 0.06761395800003811
700 "half" 350 5 0.10280183299983037 0.10234166700001879 0.06735962499988091
700 "half" 350 6 0.1027928339999562 0.10801366600026086 0.07854299999962677
700 "half" 350 7 0.12140762499984703 0.12219566700014184 0.07197345899976426
700 "half" 350 8 0.10618791700017027 0.10720470899968859 0.06754137500001889
700 "half" 350 9 0.1027330830002029 0.10175779200017132 0.06839591700008896
700 "half" 350 10 0.1047746660001394 0.10492037500034712 0.06707520800000566
700 "half" 350 11 0.1185902500001248 0.12130895900008909 0.07298704200002248
700 "half" 350 12 0.10964383300006375 0.10588899999993373 0.07092808300012621
700 "half" 350 13 0.1042344590000539 0.10272137500032841 0.06724195800006783
700 "half" 350 14 0.10376333300018814 0.10227920899978926 0.07344237500001327
700 "half" 350 15 0.11450162499977523 0.10885216700035016 0.06768950000014229
700 "half" 350 16 0.10223325000015393 0.10171983300006104 0.06655199999977413
700 "half" 350 17 0.10201333299983162 0.10911091700018005 0.07775466700013567
700 "half" 350 18 0.11365404200023477 0.10422137500017925 0.06729270799996812
700 "half" 350 19 0.1039417910001248 0.11358824999979333 0.07634041700021044
700 "half" 350 20 0.116638791999776 0.11848574999976336 0.07555920799995874
700 "half" 350 21 0.11736524999969333 0.11364362499989511 0.07041495800012854
700 "half" 350 22 0.1081798750001326 0.11125100000026578 0.07051950000004581
700 "half" 350 23 0.1081257910000204 0.10401633299989044 0.06804883399991013
700 "half" 350 24 0.10920541699988462 0.10706141700029548 0.06882954200000313
700 "half" 350 25 0.10966312500022468 0.11062804200037135 0.07307133399990562
700 "half" 350 26 0.10961220799981675 0.10337904200014236 0.0681767910000417
700 "half" 350 27 0.11366883299979236 0.11606512500020472 0.07241295900030309
700 "half" 350 28 0.10831466699983139 0.10745337499974994 0.06980970799986608
700 "half" 350 29 0.12119012499988457 0.11043183399988266 0.06703833299980033
700 "half" 350 30 0.10289262499964025 0.10272858400003315 0.06936787499989805
800 "log" 7 1 0.0011481659998935356 0.0006439999997382984 0.0009605000000192376
800 "log" 7 2 0.0011253329998908157 0.0006824160000178381 0.0009835829996518441
800 "log" 7 3 0.0011208749997422274 0.0007007080002949806 0.0012580829998114496
800 "log" 7 4 0.0011979159999100375 0.0007076249999045103 0.000984082999821112
800 "log" 7 5 0.0011301670001557795 0.0006752919998689322 0.0009748749998834683
800 "log" 7 6 0.001138125000125001 0.0006799580000915739 0.001025125000069238
800 "log" 7 7 0.0012582919998749276 0.000772833000155515 0.0009530419997645367
800 "log" 7 8 0.001093542000035086 0.0006777090002287878 0.0009511670000392769
800 "log" 7 9 0.0011056250000365253 0.0007546659999206895 0.000976125000306638
800 "log" 7 10 0.0010475839999344316 0.0006995420003477193 0.0009750419999363658
800 "log" 7 11 0.001100457999655191 0.0006555420000040613 0.0009572079998179106
800 "log" 7 12 0.001260959000319417 0.0007509590000154276 0.0010647500002960442
800 "log" 7 13 0.0011401669999031583 0.0007351670001298771 0.0011664999997265113
800 "log" 7 14 0.001416292000158137 0.0008594169999014412 0.0012324579997766705
800 "log" 7 15 0.0013407500000539585 0.0008336250002685119 0.0012038749996463594
800 "log" 7 16 0.0014631669996560959 0.0008814160000838456 0.0012419579998095287
800 "log" 7 17 0.0013966249998702551 0.0008212090001507022 0.0012011670000902086
800 "log" 7 18 0.0015600830001858412 0.0008767089998400479 0.0013739589999204327
800 "log" 7 19 0.0014987500003371679 0.000833375000183878 0.0012058339998475276
800 "log" 7 20 0.001352666999991925 0.0007158339999477903 0.0010353749999012507
800 "log" 7 21 0.0011799999997492705 0.0006756669999958831 0.0009855840003183403
800 "log" 7 22 0.001036958999975468 0.0006697500002701418 0.0009668329998930858
800 "log" 7 23 0.0010966249997181876 0.0006542920000356389 0.0009752079999998386
800 "log" 7 24 0.0011356250001881563 0.0006634579999627022 0.0009481250003773312
800 "log" 7 25 0.0010695000000850996 0.0006625829996664834 0.0009592080000402348
800 "log" 7 26 0.001084500000160915 0.0007419580001624126 0.0009406659996784583
800 "log" 7 27 0.0010420830003567971 0.0006547079997289984 0.0009367919997202989
800 "log" 7 28 0.0009918330001710274 0.0006976670001677121 0.000990790999821911
800 "log" 7 29 0.0013294590003170015 0.0008267079997494875 0.000949875000060274
800 "log" 7 30 0.0012980830001652066 0.0006826250000813161 0.000967791000221041
800 "sqrt" 29 1 0.002979417000005924 0.002625165999688761 0.0022693750001963053
800 "sqrt" 29 2 0.0035960830000476562 0.0024190420003833424 0.002106917000219255
800 "sqrt" 29 3 0.0033021250001183944 0.0020845830003963783 0.002080917000057525
800 "sqrt" 29 4 0.003183042000273417 0.002119458999914059 0.0023243340001499746
800 "sqrt" 29 5 0.003356832999998005 0.002267750000100932 0.002147000000150001
800 "sqrt" 29 6 0.002986334000070201 0.0020335000003797177 0.0021335420001378225
800 "sqrt" 29 7 0.0031413339997925505 0.0024945000000116124 0.0020770000000993605
800 "sqrt" 29 8 0.003330125000047701 0.0024120410002979042 0.002049042000180634
800 "sqrt" 29 9 0.0032998750002661836 0.0020712079999611888 0.0020612089997484873
800 "sqrt" 29 10 0.00297554200005834 0.0020190420000290032 0.002035667000200192
800 "sqrt" 29 11 0.00303524999981164 0.0022240419998524885 0.0020587089998116426
800 "sqrt" 29 12 0.0031860829999459384 0.0020862920000581653 0.0020728329996018147
800 "sqrt" 29 13 0.003129999999600841 0.002043665999735822 0.0020198340002934856
800 "sqrt" 29 14 0.003011458999935712 0.002038125000126456 0.002069458000278246
800 "sqrt" 29 15 0.0029997920000823797 0.002050000000053842 0.002065458999823022
800 "sqrt" 29 16 0.0027953339999839955 0.0019980829997621186 0.002074209000056726
800 "sqrt" 29 17 0.0028903340003125777 0.002070833000288985 0.002039915999830555
800 "sqrt" 29 18 0.002844666999862966 0.001983541999834415 0.0020400829998834524
800 "sqrt" 29 19 0.0030533330000253045 0.0019688750003297173 0.0019552499998098938
800 "sqrt" 29 20 0.0030423749999499705 0.0020910419998472207 0.0020819579999624693
800 "sqrt" 29 21 0.0032051250000222353 0.0020617079999283305 0.0020984590000807657
800 "sqrt" 29 22 0.0030654170000161685 0.0020198329998493136 0.0021084999998493004
800 "sqrt" 29 23 0.003023499999926571 0.0022020829997018154 0.002085833999899478
800 "sqrt" 29 24 0.0030547500000466243 0.0020252920003258623 0.002055667000149697
800 "sqrt" 29 25 0.0028701249998448475 0.0020310410000092816 0.0020499580000432616
800 "sqrt" 29 26 0.002858917000139627 0.0020415839999259333 0.002024040999913268
800 "sqrt" 29 27 0.002709124999910273 0.0019737909997274983 0.002070000000003347
800 "sqrt" 29 28 0.0027112080001643335 0.0019555409999156836 0.0021409169999060396
800 "sqrt" 29 29 0.002615749999677064 0.0019761250000556174 0.0020310410000092816
800 "sqrt" 29 30 0.002652332999787177 0.0019248329999754787 0.0019855000000461587
800 "logsquared" 94 1 0.011325416000090627 0.009972833000119863 0.008037208000132523
800 "logsquared" 94 2 0.011387207999632665 0.010257458000069164 0.008178250000128173
800 "logsquared" 94 3 0.01116116699995473 0.009972541999559326 0.008042208000006212
800 "logsquared" 94 4 0.011140540999804216 0.00990837500012276 0.007995750000191038
800 "logsquared" 94 5 0.011421333999805938 0.01089808400001857 0.008114917000057176
800 "logsquared" 94 6 0.012207583999952476 0.010060417000204325 0.007906000000275526
800 "logsquared" 94 7 0.012220375000197237 0.009819958000207407 0.00804329200036591
800 "logsquared" 94 8 0.012094374999833235 0.01016395900023781 0.008754041999964102
800 "logsquared" 94 9 0.012568582999847422 0.011158291999890935 0.008534707999842794
800 "logsquared" 94 10 0.012176958000054583 0.012690708999798517 0.008997875000204658
800 "logsquared" 94 11 0.01413212499983274 0.010672458000044571 0.00860441599979822
800 "logsquared" 94 12 0.012876415999926394 0.010205499999756285 0.007880125000156113
800 "logsquared" 94 13 0.011760332999983802 0.010394750000159547 0.008946541000113939
800 "logsquared" 94 14 0.012055916999997862 0.009775290999641584 0.007962125000176457
800 "logsquared" 94 15 0.011450167000020883 0.009890167000321526 0.007937124999898515
800 "logsquared" 94 16 0.011701375000029657 0.011550292000265472 0.008352000000286353
800 "logsquared" 94 17 0.011935583000195038 0.010770374999992782 0.008679707999817765
800 "logsquared" 94 18 0.012406957999701262 0.010394417000043177 0.008520459000010305
800 "logsquared" 94 19 0.01287729199975729 0.01065666600015902 0.008480917000269983
800 "logsquared" 94 20 0.01244745799976954 0.010176958000101877 0.008721042000161106
800 "logsquared" 94 21 0.012384832999941864 0.010124042000370537 0.00794283400000495
800 "logsquared" 94 22 0.011536375000105181 0.010043959000086033 0.0088407919997735
800 "logsquared" 94 23 0.012382792000153131 0.010868082999877515 0.008885833000022103
800 "logsquared" 94 24 0.01272220800001378 0.010998708000443003 0.008859708000272803
800 "logsquared" 94 25 0.012839792000249872 0.011062415999731456 0.008431166999798734
800 "logsquared" 94 26 0.012883791999684036 0.011446125000020402 0.008670375000292552
800 "logsquared" 94 27 0.01269183400017937 0.010910250000051747 0.008120750000216503
800 "logsquared" 94 28 0.011974458000167942 0.009968166000362544 0.007974874999945314
800 "logsquared" 94 29 0.011373625000032916 0.009907792000376503 0.00870454100004281
800 "logsquared" 94 30 0.013545249999879161 0.012750707999657607 0.009676665999904799
800 "half" 400 1 0.16144841699997414 0.15743454199991902 0.10325287499972546
800 "half" 400 2 0.1613142080000216 0.1489110829998026 0.09020449999979974
800 "half" 400 3 0.13868187500020213 0.1513257080000585 0.0977756660004161
800 "half" 400 4 0.15731962500012742 0.1511974579998423 0.09671925000020565
800 "half" 400 5 0.16049516599969138 0.14664175000007162 0.0918260830003419
800 "half" 400 6 0.15602370799979326 0.14713704199994027 0.09208008299992798
800 "half" 400 7 0.1546293749997858 0.16084879099980753 0.09582733299976098
800 "half" 400 8 0.1443605419999585 0.15804204100004426 0.09497125000007145
800 "half" 400 9 0.15173491599989575 0.16630529200028832 0.0957124169999588
800 "half" 400 10 0.14110354199965514 0.15366895800025304 0.10080654099965614
800 "half" 400 11 0.1604948749995856 0.14509724999970786 0.0981967910001913
800 "half" 400 12 0.15517045800015694 0.15745212499996342 0.09722991699982231
800 "half" 400 13 0.14954908300023817 0.1571919580001122 0.09580125000002226
800 "half" 400 14 0.14438150000023597 0.14615979200016227 0.09049741599983463
800 "half" 400 15 0.14192941700002848 0.16186741699993945 0.09995908399969267
800 "half" 400 16 0.15148712500013062 0.15245008400006554 0.0941090000001168
800 "half" 400 17 0.14801520799983336 0.14188275000014983 0.10020212499966874
800 "half" 400 18 0.14980441699981384 0.14374104199987414 0.09433441600003789
800 "half" 400 19 0.14982266600009098 0.14451520800002982 0.09325379200026873
800 "half" 400 20 0.14796724999996513 0.15404287499995917 0.09614720799982024
800 "half" 400 21 0.15035212500015405 0.1480981670001711 0.0932582920004279
800 "half" 400 22 0.14148641600013434 0.14013216700004705 0.09335150000015346
800 "half" 400 23 0.15012212499959787 0.1470955419999882 0.09623158399972453
800 "half" 400 24 0.1498612079999475 0.14460979100022087 0.09223729199993613
800 "half" 400 25 0.140987416000371 0.15114141699996253 0.09163595800009716
800 "half" 400 26 0.15841200000022582 0.15391074999979537 0.0934263330000249
800 "half" 400 27 0.15246520800019425 0.14555812500020693 0.09024604099977296
800 "half" 400 28 0.14773216700041303 0.15247633300032248 0.09355220799989183
800 "half" 400 29 0.15084766699965257 0.15224191599963888 0.09194654200018704
800 "half" 400 30 0.1410174590000679 0.14705854199974056 0.09574304099987785
900 "log" 7 1 0.0013872499998797139 0.0007323329996324901 0.0010756249998848944
900 "log" 7 2 0.001533458999801951 0.0008002500003385649 0.0012602080000760907
900 "log" 7 3 0.001373957999931008 0.0007539170001109596 0.0010924580001301365
900 "log" 7 4 0.0013514580000446585 0.0007742910001979908 0.0010952919997180288
900 "log" 7 5 0.0013130829997862747 0.0007797500002197921 0.0010964579996652901
900 "log" 7 6 0.001231250000273576 0.0007346249999500287 0.001058333000401035
900 "log" 7 7 0.0013171250002415036 0.0008655829997223918 0.0010566250002739253
900 "log" 7 8 0.0011621670000749873 0.0007376660000772972 0.0010507090000828612
900 "log" 7 9 0.001262415999917721 0.0007901670001047023 0.0010768340002869081
900 "log" 7 10 0.0012092499996469996 0.0007242090000545431 0.0010604169997350255
900 "log" 7 11 0.0011706660002346325 0.0007469160000255215 0.0011104999998678977
900 "log" 7 12 0.001213250000091648 0.0007573749999210122 0.001077207999969687
900 "log" 7 13 0.0011466249998193234 0.0007507499999519496 0.0010784169999169535
900 "log" 7 14 0.0011317919997964054 0.0007262920003086037 0.0010787500000333239
900 "log" 7 15 0.001148958000158018 0.0007427499999721476 0.0010757499999272113
900 "log" 7 16 0.0011714580000443675 0.0007295410000551783 0.0010648749998836138
900 "log" 7 17 0.0011592920000111917 0.000732040999992023 0.001063166999756504
900 "log" 7 18 0.0011358749998180429 0.00072116699993785 0.0010599580000416609
900 "log" 7 19 0.0012091670000700105 0.0007107090000317839 0.001048292000177753
900 "log" 7 20 0.0011595000000852451 0.0007224169999062724 0.001048249999712425
900 "log" 7 21 0.001190333000067767 0.0007208329998320551 0.001061958000263985
900 "log" 7 22 0.0011514160000842821 0.0007264170003509207 0.0010724170001594757
900 "log" 7 23 0.0011739589999706368 0.0007077909999679832 0.00103674999991199
900 "log" 7 24 0.0010975000000144064 0.0007185419999586884 0.001077708000138955
900 "log" 7 25 0.0011298340000394091 0.000729291999959969 0.0010652500000105647
900 "log" 7 26 0.001092834000246512 0.0007229170000755403 0.0010643340001479373
900 "log" 7 27 0.0012453750000531727 0.0007107500000529399 0.0010467920001246966
900 "log" 7 28 0.001081250000424916 0.0007278749999386491 0.0010728749998634157
900 "log" 7 29 0.0011886249999406573 0.0007362920000559825 0.0010606249998090789
900 "log" 7 30 0.0011924170003112522 0.0007226249999803258 0.0010633330002747243
900 "sqrt" 30 1 0.0030943750002734305 0.002252332999887585 0.002388875000178814
900 "sqrt" 30 2 0.0032318749999831198 0.0023219159998006944 0.0023504169998886937
900 "sqrt" 30 3 0.003208332999747654 0.002390333999755967 0.0024141670000972226
900 "sqrt" 30 4 0.0033108330003415176 0.0024008330001379363 0.0024054589998740994
900 "sqrt" 30 5 0.003601957999762817 0.002267041999857611 0.0024134999998750573
900 "sqrt" 30 6 0.00356104200000118 0.002386374999787222 0.002389250000305765
900 "sqrt" 30 7 0.0037667910000891425 0.0023154590003287012 0.0023476659998777905
900 "sqrt" 30 8 0.0036303749998296553 0.0024507090001861798 0.002432332999887876
900 "sqrt" 30 9 0.003525999999965279 0.0023002909997558163 0.00238500000023123
900 "sqrt" 30 10 0.003580666999823734 0.0022950000002310844 0.002329707999706443
900 "sqrt" 30 11 0.00395004100028018 0.0024681670001882594 0.002342374999898311
900 "sqrt" 30 12 0.0037362499997470877 0.002451625000048807 0.0024439999997412087
900 "sqrt" 30 13 0.0036086669997530407 0.002390957999978127 0.0023741660002087883
900 "sqrt" 30 14 0.0033520419997330464 0.0023917079997772817 0.0023445410001841083
900 "sqrt" 30 15 0.0034170000003541645 0.0023079999996298284 0.0023884580000412825
900 "sqrt" 30 16 0.0033675829999992857 0.0024392079999415728 0.0023761669999657897
900 "sqrt" 30 17 0.003208041999641864 0.0023142920003920153 0.002330208000330458
900 "sqrt" 30 18 0.0032680839999557065 0.0023791660000824777 0.00244945899976301
900 "sqrt" 30 19 0.0034347079999861307 0.002322542000001704 0.002360624999710126
900 "sqrt" 30 20 0.003275791999840294 0.002390833999925235 0.002531166000153462
900 "sqrt" 30 21 0.0032510409996575618 0.002331207999759499 0.0024018750000323053
900 "sqrt" 30 22 0.0035731250000026193 0.0027412909998929536 0.002339332999781618
900 "sqrt" 30 23 0.0036050829999112466 0.0023831660000723787 0.002447666000080062
900 "sqrt" 30 24 0.00353850000010425 0.002474417000030371 0.002393000000211032
900 "sqrt" 30 25 0.0035906250000152795 0.002439082999899256 0.0023927920001369785
900 "sqrt" 30 26 0.003299457999673905 0.0023829579999983252 0.00236941699995441
900 "sqrt" 30 27 0.003380791999916255 0.0023117499999898428 0.0023668329999964044
900 "sqrt" 30 28 0.0031653750002078596 0.0023235830003613955 0.002362790999995923
900 "sqrt" 30 29 0.0032962919999590667 0.00230841699976736 0.002379000000019005
900 "sqrt" 30 30 0.003225040999950579 0.002329750000171771 0.0023443340000994795
900 "logsquared" 97 1 0.013210832999902777 0.011360542000147689 0.00935791700021582
900 "logsquared" 97 2 0.013120665999849734 0.011350750000019616 0.009229458000390878
900 "logsquared" 97 3 0.013175958000374521 0.011393541999950685 0.009247916999811423
900 "logsquared" 97 4 0.013631625000016356 0.01325908300032097 0.009957792000022891
900 "logsquared" 97 5 0.013694499999928667 0.011579041999993933 0.009443917000226065
900 "logsquared" 97 6 0.013431374999981927 0.0120411249999961 0.010626499999943917
900 "logsquared" 97 7 0.01448220800011768 0.013029499999902328 0.009795999999823835
900 "logsquared" 97 8 0.015965000000051077 0.013532582999687293 0.011141082999984064
900 "logsquared" 97 9 0.0154721660001087 0.013476540999818098 0.010518916999899375
900 "logsquared" 97 10 0.01520387499977005 0.01298720799968578 0.01110191699990537
900 "logsquared" 97 11 0.014798833999975614 0.011692916999891168 0.011911209000118106
900 "logsquared" 97 12 0.01687170800005333 0.012416833000315819 0.009527417000299465
900 "logsquared" 97 13 0.014351457999964623 0.011464290999811055 0.009539333999782684
900 "logsquared" 97 14 0.01369966700031 0.011682082999868726 0.009401167000305577
900 "logsquared" 97 15 0.013774000000012165 0.011485124999580876 0.009543208000195591
900 "logsquared" 97 16 0.013430375000098138 0.011398292000194488 0.009505915999852732
900 "logsquared" 97 17 0.01349916699973619 0.012406499999997322 0.01150458299980528
900 "logsquared" 97 18 0.014451249999638094 0.011776833000112674 0.009309667000252375
900 "logsquared" 97 19 0.013721291999900131 0.011632957999609062 0.009230291999756446
900 "logsquared" 97 20 0.014750999999705527 0.012101416999939829 0.009697625000171683
900 "logsquared" 97 21 0.01485183299973869 0.012106042000141315 0.010286167000231217
